country_name,year,population,cancer_name,new_cases/deaths,total_cases,cumulative_risk,measure,air_pollution,alcohol_use,gdp_per_capita,uhc_index,obesity_rate,tobacco_use,rate
Panama,2022,4408581,Ovary,58,2111082.0,0.3160575442,Mortality,15.740284525971184,5.642857142857143,17332.4360742988,72.85714285714286,36.1,5.2,1.315616067845867e-05
Panama,2000,3001731,Prostate,79,1492002.0,1.541568776,Mortality,19.0802656518594,4.9,3975.09308659503,62.0,16.4,14.1,2.6318147762074618e-05
Panama,2001,3857085,Prostate,66,1520451.0,1.236079534,Mortality,18.9634872971769,4.9,3991.7767076924,72.85714285714286,17.2,8.424999999999999,1.71113686688973e-05
Panama,2002,3857085,Prostate,72,1549148.0,1.354851111,Mortality,18.7165070963527,4.9,4090.58617397129,72.85714285714286,18.0,8.424999999999999,1.8666947638797057e-05
Panama,2003,3857085,Prostate,79,1578087.0,1.440583813,Mortality,18.3823010749667,4.9,4264.66428846636,72.85714285714286,18.7,8.424999999999999,2.048178977034677e-05
Panama,2004,3857085,Prostate,76,1607374.0,1.278350921,Mortality,18.0038452585985,4.9,4644.56582353041,72.85714285714286,19.5,8.424999999999999,1.970400028539689e-05
Panama,2005,3857085,Prostate,91,1636815.0,1.550735357,Mortality,17.6241156728278,5.0,5017.7410922824,67.0,20.3,11.1,2.359294771014627e-05
Panama,2006,3857085,Prostate,83,1666181.0,1.341254857,Mortality,17.130398873231,5.1,5528.76705469354,72.85714285714286,21.1,8.424999999999999,2.1518842416946604e-05
Panama,2007,3857085,Prostate,79,1695657.0,1.183883964,Mortality,16.4824078207149,5.5,6317.81730274124,72.85714285714286,22.0,10.1,2.048178977034677e-05
Panama,2008,3857085,Prostate,91,1725324.0,1.233517806,Mortality,15.8317581488557,5.8,7347.59050324397,72.85714285714286,22.8,8.424999999999999,2.359294771014627e-05
Panama,2009,3857085,Prostate,84,1755095.0,1.194622184,Mortality,15.3300654912291,6.0,7796.92617035048,72.85714285714286,23.7,8.424999999999999,2.177810557859656e-05
Panama,2010,3623617,Prostate,106,1784940.0,1.378553149,Mortality,15.1289454814112,6.1,8331.46421351868,72.0,24.6,8.8,2.9252539658578703e-05
Panama,2011,3857085,Prostate,92,1815070.0,1.231560125,Mortality,15.8945138063768,6.2,9662.29592216607,72.85714285714286,25.6,8.424999999999999,2.3852210871796236e-05
Panama,2012,3857085,Prostate,114,1845472.0,1.386830884,Mortality,14.6776716917331,6.2,11064.8063606203,72.85714285714286,26.5,8.424999999999999,2.9556000428095333e-05
Panama,2013,3857085,Prostate,97,1876005.0,1.138863767,Mortality,15.3884130435778,6.2,12273.3225037637,72.85714285714286,27.5,8.424999999999999,2.514852668004603e-05
Panama,2014,3857085,Prostate,91,1906789.0,1.0271805,Mortality,14.8554074199235,6.3,13213.1989637473,72.85714285714286,28.4,8.424999999999999,2.359294771014627e-05
Panama,2015,3957099,Prostate,110,1938159.0,1.225890032,Mortality,14.7706187901647,6.2,14082.6548502728,75.0,29.4,7.1,2.779814202272928e-05
Panama,2016,3857085,Prostate,87,1970165.0,0.9312784262,Mortality,13.8724498973293,6.3,14832.3611608191,72.85714285714286,30.3,8.424999999999999,2.255589506354644e-05
Panama,2017,3857085,Prostate,121,2002421.0,1.270939459,Mortality,13.844753026596,6.2,15694.6297454295,77.0,31.3,8.424999999999999,3.1370842559645046e-05
Panama,2018,3857085,Prostate,95,2034224.0,0.9337629002,Mortality,13.2136956449094,6.3,16151.3273478476,72.85714285714286,32.2,8.424999999999999,2.4630000356746113e-05
Panama,2019,3857085,Prostate,110,2064592.0,1.018166804,Mortality,11.8842931085395,6.3,16477.9066285687,79.0,33.2,8.424999999999999,2.85189477814955e-05
Panama,2020,4294396,Prostate,108,2089299.0,0.9753247324,Mortality,11.4700607490209,4.3,13290.5608347594,72.85714285714286,34.1,5.6,2.5149054721548733e-05
Panama,2021,3857085,Prostate,107,2114010.0,0.9397124614,Mortality,15.740284525971184,5.642857142857143,15509.8069109784,78.0,35.1,5.4,2.774115829654562e-05
Panama,2022,4408581,Prostate,110,2138331.0,0.9701944665,Mortality,15.740284525971184,5.642857142857143,17332.4360742988,72.85714285714286,36.1,5.2,2.495133921776644e-05
Panama,2000,3001731,Testis,7,1492002.0,0.05111567075,Mortality,19.0802656518594,4.9,3975.09308659503,62.0,16.4,14.1,2.3319877763863584e-06
Panama,2001,3857085,Testis,5,1520451.0,0.0209572484,Mortality,18.9634872971769,4.9,3991.7767076924,72.85714285714286,17.2,8.424999999999999,1.2963158082497952e-06
Panama,2002,3857085,Testis,4,1549148.0,0.01494838763,Mortality,18.7165070963527,4.9,4090.58617397129,72.85714285714286,18.0,8.424999999999999,1.0370526465998365e-06
Panama,2003,3857085,Testis,5,1578087.0,0.03742307482,Mortality,18.3823010749667,4.9,4264.66428846636,72.85714285714286,18.7,8.424999999999999,1.2963158082497952e-06
Panama,2004,3857085,Testis,3,1607374.0,0.01165304406,Mortality,18.0038452585985,4.9,4644.56582353041,72.85714285714286,19.5,8.424999999999999,7.777894849498772e-07
Panama,2005,3857085,Testis,2,1636815.0,0.007437728711,Mortality,17.6241156728278,5.0,5017.7410922824,67.0,20.3,11.1,5.185263232999181e-07
Panama,2006,3857085,Testis,9,1666181.0,0.06856383969,Mortality,17.130398873231,5.1,5528.76705469354,72.85714285714286,21.1,8.424999999999999,2.3333684548496317e-06
Panama,2007,3857085,Testis,11,1695657.0,0.07016605025,Mortality,16.4824078207149,5.5,6317.81730274124,72.85714285714286,22.0,10.1,2.8518947781495497e-06
Panama,2008,3857085,Testis,5,1725324.0,0.03229841755,Mortality,15.8317581488557,5.8,7347.59050324397,72.85714285714286,22.8,8.424999999999999,1.2963158082497952e-06
Panama,2009,3857085,Testis,1,1755095.0,0.003630594292,Mortality,15.3300654912291,6.0,7796.92617035048,72.85714285714286,23.7,8.424999999999999,2.592631616499591e-07
Panama,2010,3623617,Testis,3,1784940.0,0.01666544959,Mortality,15.1289454814112,6.1,8331.46421351868,72.0,24.6,8.8,8.279020658088314e-07
Panama,2011,3857085,Testis,6,1815070.0,0.04343032471,Mortality,15.8945138063768,6.2,9662.29592216607,72.85714285714286,25.6,8.424999999999999,1.5555789698997544e-06
Panama,2012,3857085,Testis,8,1845472.0,0.04010088359,Mortality,14.6776716917331,6.2,11064.8063606203,72.85714285714286,26.5,8.424999999999999,2.074105293199673e-06
Panama,2013,3857085,Testis,4,1876005.0,0.01546325106,Mortality,15.3884130435778,6.2,12273.3225037637,72.85714285714286,27.5,8.424999999999999,1.0370526465998365e-06
Panama,2014,3857085,Testis,6,1906789.0,0.02609700501,Mortality,14.8554074199235,6.3,13213.1989637473,72.85714285714286,28.4,8.424999999999999,1.5555789698997544e-06
Panama,2015,3957099,Testis,9,1938159.0,0.03815274016,Mortality,14.7706187901647,6.2,14082.6548502728,75.0,29.4,7.1,2.2743934382233045e-06
Panama,2016,3857085,Testis,3,1970165.0,0.01662226656,Mortality,13.8724498973293,6.3,14832.3611608191,72.85714285714286,30.3,8.424999999999999,7.777894849498772e-07
Panama,2017,3857085,Testis,3,2002421.0,0.01158248291,Mortality,13.844753026596,6.2,15694.6297454295,77.0,31.3,8.424999999999999,7.777894849498772e-07
Panama,2018,3857085,Testis,5,2034224.0,0.01443473877,Mortality,13.2136956449094,6.3,16151.3273478476,72.85714285714286,32.2,8.424999999999999,1.2963158082497952e-06
Panama,2019,3857085,Testis,6,2064592.0,0.01921494948,Mortality,11.8842931085395,6.3,16477.9066285687,79.0,33.2,8.424999999999999,1.5555789698997544e-06
Panama,2020,4294396,Testis,5,2089299.0,0.01543992663,Mortality,11.4700607490209,4.3,13290.5608347594,72.85714285714286,34.1,5.6,1.1643080889605897e-06
Panama,2021,3857085,Testis,5,2114010.0,0.0145719076,Mortality,15.740284525971184,5.642857142857143,15509.8069109784,78.0,35.1,5.4,1.2963158082497952e-06
Panama,2022,4408581,Testis,6,2138331.0,0.01738879113,Mortality,15.740284525971184,5.642857142857143,17332.4360742988,72.85714285714286,36.1,5.2,1.3609821391508969e-06
Panama,2000,3001731,Kidney,18,2958152.0,0.1066015098,Mortality,19.0802656518594,4.9,3975.09308659503,62.0,16.4,14.1,5.996539996422065e-06
Panama,2001,3857085,Kidney,19,3015060.0,0.1151821107,Mortality,18.9634872971769,4.9,3991.7767076924,72.85714285714286,17.2,8.424999999999999,4.926000071349222e-06
Panama,2002,3857085,Kidney,19,3072458.0,0.1036868095,Mortality,18.7165070963527,4.9,4090.58617397129,72.85714285714286,18.0,8.424999999999999,4.926000071349222e-06
Panama,2003,3857085,Kidney,27,3130317.0,0.1578577372,Mortality,18.3823010749667,4.9,4264.66428846636,72.85714285714286,18.7,8.424999999999999,7.000105364548895e-06
Panama,2004,3857085,Kidney,24,3188871.0,0.1536096527,Mortality,18.0038452585985,4.9,4644.56582353041,72.85714285714286,19.5,8.424999999999999,6.222315879599018e-06
Panama,2005,3857085,Kidney,26,3247767.0,0.1263115025,Mortality,17.6241156728278,5.0,5017.7410922824,67.0,20.3,11.1,6.740842202898936e-06
Panama,2006,3857085,Kidney,30,3306569.0,0.1639776612,Mortality,17.130398873231,5.1,5528.76705469354,72.85714285714286,21.1,8.424999999999999,7.777894849498773e-06
Panama,2007,3857085,Kidney,29,3365638.0,0.1419820288,Mortality,16.4824078207149,5.5,6317.81730274124,72.85714285714286,22.0,10.1,7.518631687848813e-06
Panama,2008,3857085,Kidney,37,3425163.0,0.1843826194,Mortality,15.8317581488557,5.8,7347.59050324397,72.85714285714286,22.8,8.424999999999999,9.592736981048483e-06
Panama,2009,3857085,Kidney,30,3484954.0,0.1570737363,Mortality,15.3300654912291,6.0,7796.92617035048,72.85714285714286,23.7,8.424999999999999,7.777894849498773e-06
Panama,2010,3623617,Kidney,31,3544910.0,0.1564076145,Mortality,15.1289454814112,6.1,8331.46421351868,72.0,24.6,8.8,8.554988013357924e-06
Panama,2011,3857085,Kidney,31,3605412.0,0.1311961181,Mortality,15.8945138063768,6.2,9662.29592216607,72.85714285714286,25.6,8.424999999999999,8.03715801114873e-06
Panama,2012,3857085,Kidney,45,3666383.0,0.2067056752,Mortality,14.6776716917331,6.2,11064.8063606203,72.85714285714286,26.5,8.424999999999999,1.1666842274248158e-05
Panama,2013,3857085,Kidney,31,3727423.0,0.1253670642,Mortality,15.3884130435778,6.2,12273.3225037637,72.85714285714286,27.5,8.424999999999999,8.03715801114873e-06
Panama,2014,3857085,Kidney,46,3788851.0,0.1960533244,Mortality,14.8554074199235,6.3,13213.1989637473,72.85714285714286,28.4,8.424999999999999,1.1926105435898118e-05
Panama,2015,3957099,Kidney,48,3851269.0,0.1902278847,Mortality,14.7706187901647,6.2,14082.6548502728,75.0,29.4,7.1,1.2130098337190955e-05
Panama,2016,3857085,Kidney,35,3914752.0,0.1385437916,Mortality,13.8724498973293,6.3,14832.3611608191,72.85714285714286,30.3,8.424999999999999,9.074210657748567e-06
Panama,2017,3857085,Kidney,40,3978610.0,0.1518697642,Mortality,13.844753026596,6.2,15694.6297454295,77.0,31.3,8.424999999999999,1.0370526465998362e-05
Panama,2018,3857085,Kidney,47,4041623.0,0.163589447,Mortality,13.2136956449094,6.3,16151.3273478476,72.85714285714286,32.2,8.424999999999999,1.2185368597548076e-05
Panama,2019,3857085,Kidney,61,4101888.0,0.2116205535,Mortality,11.8842931085395,6.3,16477.9066285687,79.0,33.2,8.424999999999999,1.5815052860647503e-05
Panama,2020,4294396,Kidney,54,4151391.0,0.1813024302,Mortality,11.4700607490209,4.3,13290.5608347594,72.85714285714286,34.1,5.6,1.2574527360774368e-05
Panama,2021,3857085,Kidney,57,4200899.0,0.1789112608,Mortality,15.740284525971184,5.642857142857143,15509.8069109784,78.0,35.1,5.4,1.4778000214047668e-05
Panama,2022,4408581,Kidney,47,4249413.0,0.1590919732,Mortality,15.740284525971184,5.642857142857143,17332.4360742988,72.85714285714286,36.1,5.2,1.0661026756682026e-05
Panama,2000,3001731,Bladder,14,2958152.0,0.1157858164,Mortality,19.0802656518594,4.9,3975.09308659503,62.0,16.4,14.1,4.663975552772717e-06
Panama,2001,3857085,Bladder,12,3015060.0,0.09265428046,Mortality,18.9634872971769,4.9,3991.7767076924,72.85714285714286,17.2,8.424999999999999,3.111157939799509e-06
Panama,2002,3857085,Bladder,10,3072458.0,0.08671184294,Mortality,18.7165070963527,4.9,4090.58617397129,72.85714285714286,18.0,8.424999999999999,2.5926316164995905e-06
Panama,2003,3857085,Bladder,11,3130317.0,0.08367822164,Mortality,18.3823010749667,4.9,4264.66428846636,72.85714285714286,18.7,8.424999999999999,2.8518947781495497e-06
Panama,2004,3857085,Bladder,11,3188871.0,0.08345284145,Mortality,18.0038452585985,4.9,4644.56582353041,72.85714285714286,19.5,8.424999999999999,2.8518947781495497e-06
Panama,2005,3857085,Bladder,16,3247767.0,0.1036834975,Mortality,17.6241156728278,5.0,5017.7410922824,67.0,20.3,11.1,4.148210586399345e-06
Panama,2006,3857085,Bladder,9,3306569.0,0.04671323073,Mortality,17.130398873231,5.1,5528.76705469354,72.85714285714286,21.1,8.424999999999999,2.3333684548496317e-06
Panama,2007,3857085,Bladder,13,3365638.0,0.06516995314,Mortality,16.4824078207149,5.5,6317.81730274124,72.85714285714286,22.0,10.1,3.370421101449468e-06
Panama,2008,3857085,Bladder,13,3425163.0,0.07610379152,Mortality,15.8317581488557,5.8,7347.59050324397,72.85714285714286,22.8,8.424999999999999,3.370421101449468e-06
Panama,2009,3857085,Bladder,12,3484954.0,0.06424135003,Mortality,15.3300654912291,6.0,7796.92617035048,72.85714285714286,23.7,8.424999999999999,3.111157939799509e-06
Panama,2010,3623617,Bladder,10,3544910.0,0.05474192233,Mortality,15.1289454814112,6.1,8331.46421351868,72.0,24.6,8.8,2.7596735526961046e-06
Panama,2011,3857085,Bladder,6,3605412.0,0.03448190165,Mortality,15.8945138063768,6.2,9662.29592216607,72.85714285714286,25.6,8.424999999999999,1.5555789698997544e-06
Panama,2012,3857085,Bladder,19,3666383.0,0.1012134582,Mortality,14.6776716917331,6.2,11064.8063606203,72.85714285714286,26.5,8.424999999999999,4.926000071349222e-06
Panama,2013,3857085,Bladder,17,3727423.0,0.09189332194,Mortality,15.3884130435778,6.2,12273.3225037637,72.85714285714286,27.5,8.424999999999999,4.407473748049304e-06
Panama,2014,3857085,Bladder,8,3788851.0,0.04372132754,Mortality,14.8554074199235,6.3,13213.1989637473,72.85714285714286,28.4,8.424999999999999,2.074105293199673e-06
Panama,2015,3957099,Bladder,10,3851269.0,0.04079287672,Mortality,14.7706187901647,6.2,14082.6548502728,75.0,29.4,7.1,2.527103820248116e-06
Panama,2016,3857085,Bladder,15,3914752.0,0.0643547606,Mortality,13.8724498973293,6.3,14832.3611608191,72.85714285714286,30.3,8.424999999999999,3.888947424749386e-06
Panama,2017,3857085,Bladder,11,3978610.0,0.04700672846,Mortality,13.844753026596,6.2,15694.6297454295,77.0,31.3,8.424999999999999,2.8518947781495497e-06
Panama,2018,3857085,Bladder,11,4041623.0,0.05289819532,Mortality,13.2136956449094,6.3,16151.3273478476,72.85714285714286,32.2,8.424999999999999,2.8518947781495497e-06
Panama,2019,3857085,Bladder,19,4101888.0,0.07691087774,Mortality,11.8842931085395,6.3,16477.9066285687,79.0,33.2,8.424999999999999,4.926000071349222e-06
Panama,2020,4294396,Bladder,12,4151391.0,0.04351211094,Mortality,11.4700607490209,4.3,13290.5608347594,72.85714285714286,34.1,5.6,2.794339413505415e-06
Panama,2021,3857085,Bladder,10,4200899.0,0.03088138286,Mortality,15.740284525971184,5.642857142857143,15509.8069109784,78.0,35.1,5.4,2.5926316164995905e-06
Panama,2022,4408581,Bladder,15,4249413.0,0.05764297354,Mortality,15.740284525971184,5.642857142857143,17332.4360742988,72.85714285714286,36.1,5.2,3.4024553478772423e-06
Panama,2000,3001731,Brain and central nervous system,43,2958152.0,0.1822804512,Mortality,19.0802656518594,4.9,3975.09308659503,62.0,16.4,14.1,1.4325067769230488e-05
Panama,2001,3857085,Brain and central nervous system,44,3015060.0,0.1971177003,Mortality,18.9634872971769,4.9,3991.7767076924,72.85714285714286,17.2,8.424999999999999,1.14075791125982e-05
Panama,2002,3857085,Brain and central nervous system,69,3072458.0,0.3017729774,Mortality,18.7165070963527,4.9,4090.58617397129,72.85714285714286,18.0,8.424999999999999,1.7889158153847177e-05
Panama,2003,3857085,Brain and central nervous system,62,3130317.0,0.2726099561,Mortality,18.3823010749667,4.9,4264.66428846636,72.85714285714286,18.7,8.424999999999999,1.607431602229746e-05
Panama,2004,3857085,Brain and central nervous system,94,3188871.0,0.3546898466,Mortality,18.0038452585985,4.9,4644.56582353041,72.85714285714286,19.5,8.424999999999999,2.437073719509615e-05
Panama,2005,3857085,Brain and central nervous system,69,3247767.0,0.2851655542,Mortality,17.6241156728278,5.0,5017.7410922824,67.0,20.3,11.1,1.7889158153847177e-05
Panama,2006,3857085,Brain and central nervous system,67,3306569.0,0.2724510628,Mortality,17.130398873231,5.1,5528.76705469354,72.85714285714286,21.1,8.424999999999999,1.7370631830547258e-05
Panama,2007,3857085,Brain and central nervous system,76,3365638.0,0.3011574799,Mortality,16.4824078207149,5.5,6317.81730274124,72.85714285714286,22.0,10.1,1.970400028539689e-05
Panama,2008,3857085,Brain and central nervous system,94,3425163.0,0.343431299,Mortality,15.8317581488557,5.8,7347.59050324397,72.85714285714286,22.8,8.424999999999999,2.437073719509615e-05
Panama,2009,3857085,Brain and central nervous system,58,3484954.0,0.1961972293,Mortality,15.3300654912291,6.0,7796.92617035048,72.85714285714286,23.7,8.424999999999999,1.5037263375697626e-05
Panama,2010,3623617,Brain and central nervous system,57,3544910.0,0.2222162705,Mortality,15.1289454814112,6.1,8331.46421351868,72.0,24.6,8.8,1.5730139250367795e-05
Panama,2011,3857085,Brain and central nervous system,57,3605412.0,0.2088206162,Mortality,15.8945138063768,6.2,9662.29592216607,72.85714285714286,25.6,8.424999999999999,1.4778000214047668e-05
Panama,2012,3857085,Brain and central nervous system,89,3666383.0,0.2757834828,Mortality,14.6776716917331,6.2,11064.8063606203,72.85714285714286,26.5,8.424999999999999,2.307442138684636e-05
Panama,2013,3857085,Brain and central nervous system,64,3727423.0,0.2149628488,Mortality,15.3884130435778,6.2,12273.3225037637,72.85714285714286,27.5,8.424999999999999,1.659284234559738e-05
Panama,2014,3857085,Brain and central nervous system,61,3788851.0,0.2133682536,Mortality,14.8554074199235,6.3,13213.1989637473,72.85714285714286,28.4,8.424999999999999,1.5815052860647503e-05
Panama,2015,3957099,Brain and central nervous system,49,3851269.0,0.1477770689,Mortality,14.7706187901647,6.2,14082.6548502728,75.0,29.4,7.1,1.2382808719215768e-05
Panama,2016,3857085,Brain and central nervous system,46,3914752.0,0.129192433,Mortality,13.8724498973293,6.3,14832.3611608191,72.85714285714286,30.3,8.424999999999999,1.1926105435898118e-05
Panama,2017,3857085,Brain and central nervous system,44,3978610.0,0.1450864696,Mortality,13.844753026596,6.2,15694.6297454295,77.0,31.3,8.424999999999999,1.14075791125982e-05
Panama,2018,3857085,Brain and central nervous system,60,4041623.0,0.1696711033,Mortality,13.2136956449094,6.3,16151.3273478476,72.85714285714286,32.2,8.424999999999999,1.5555789698997546e-05
Panama,2019,3857085,Brain and central nervous system,54,4101888.0,0.1556188353,Mortality,11.8842931085395,6.3,16477.9066285687,79.0,33.2,8.424999999999999,1.400021072909779e-05
Panama,2020,4294396,Brain and central nervous system,47,4151391.0,0.1453102117,Mortality,11.4700607490209,4.3,13290.5608347594,72.85714285714286,34.1,5.6,1.094449603622954e-05
Panama,2021,3857085,Brain and central nervous system,56,4200899.0,0.1675484372,Mortality,15.740284525971184,5.642857142857143,15509.8069109784,78.0,35.1,5.4,1.4518737052397709e-05
Panama,2022,4408581,Brain and central nervous system,63,4249413.0,0.1812406747,Mortality,15.740284525971184,5.642857142857143,17332.4360742988,72.85714285714286,36.1,5.2,1.4290312461084417e-05
Panama,2000,3001731,Hodgkin lymphoma,10,2958152.0,0.04743013579,Mortality,19.0802656518594,4.9,3975.09308659503,62.0,16.4,14.1,3.331411109123369e-06
Panama,2001,3857085,Hodgkin lymphoma,3,3015060.0,0.006434459531,Mortality,18.9634872971769,4.9,3991.7767076924,72.85714285714286,17.2,8.424999999999999,7.777894849498772e-07
Panama,2002,3857085,Hodgkin lymphoma,4,3072458.0,0.01120162944,Mortality,18.7165070963527,4.9,4090.58617397129,72.85714285714286,18.0,8.424999999999999,1.0370526465998365e-06
Panama,2003,3857085,Hodgkin lymphoma,3,3130317.0,0.01438037905,Mortality,18.3823010749667,4.9,4264.66428846636,72.85714285714286,18.7,8.424999999999999,7.777894849498772e-07
Panama,2004,3857085,Hodgkin lymphoma,12,3188871.0,0.06278869351,Mortality,18.0038452585985,4.9,4644.56582353041,72.85714285714286,19.5,8.424999999999999,3.111157939799509e-06
Panama,2005,3857085,Hodgkin lymphoma,7,3247767.0,0.02879504562,Mortality,17.6241156728278,5.0,5017.7410922824,67.0,20.3,11.1,1.8148421315497136e-06
Panama,2006,3857085,Hodgkin lymphoma,3,3306569.0,0.008502122754,Mortality,17.130398873231,5.1,5528.76705469354,72.85714285714286,21.1,8.424999999999999,7.777894849498772e-07
Panama,2007,3857085,Hodgkin lymphoma,4,3365638.0,0.01812707739,Mortality,16.4824078207149,5.5,6317.81730274124,72.85714285714286,22.0,10.1,1.0370526465998365e-06
Panama,2008,3857085,Hodgkin lymphoma,7,3425163.0,0.02402222506,Mortality,15.8317581488557,5.8,7347.59050324397,72.85714285714286,22.8,8.424999999999999,1.8148421315497136e-06
Panama,2009,3857085,Hodgkin lymphoma,6,3484954.0,0.01812010095,Mortality,15.3300654912291,6.0,7796.92617035048,72.85714285714286,23.7,8.424999999999999,1.5555789698997544e-06
Panama,2010,3623617,Hodgkin lymphoma,8,3544910.0,0.0341662351,Mortality,15.1289454814112,6.1,8331.46421351868,72.0,24.6,8.8,2.207738842156884e-06
Panama,2011,3857085,Hodgkin lymphoma,20,3605412.0,0.07990854942,Mortality,15.8945138063768,6.2,9662.29592216607,72.85714285714286,25.6,8.424999999999999,5.185263232999181e-06
Panama,2012,3857085,Hodgkin lymphoma,9,3666383.0,0.02812125279,Mortality,14.6776716917331,6.2,11064.8063606203,72.85714285714286,26.5,8.424999999999999,2.3333684548496317e-06
Panama,2013,3857085,Hodgkin lymphoma,7,3727423.0,0.02960088326,Mortality,15.3884130435778,6.2,12273.3225037637,72.85714285714286,27.5,8.424999999999999,1.8148421315497136e-06
Panama,2014,3857085,Hodgkin lymphoma,11,3788851.0,0.02433246538,Mortality,14.8554074199235,6.3,13213.1989637473,72.85714285714286,28.4,8.424999999999999,2.8518947781495497e-06
Panama,2015,3957099,Hodgkin lymphoma,10,3851269.0,0.03264341467,Mortality,14.7706187901647,6.2,14082.6548502728,75.0,29.4,7.1,2.527103820248116e-06
Panama,2016,3857085,Hodgkin lymphoma,12,3914752.0,0.0367389227,Mortality,13.8724498973293,6.3,14832.3611608191,72.85714285714286,30.3,8.424999999999999,3.111157939799509e-06
