country_id,country_name,year,diabetes
32,Argentina,2000,0.07766967984617884
32,Argentina,2001,0.07908852974823599
32,Argentina,2002,0.0804303573579109
32,Argentina,2003,0.08172798692072425
32,Argentina,2004,0.08300415541692695
32,Argentina,2005,0.0842882850884417
32,Argentina,2006,0.08556074203937014
32,Argentina,2007,0.08683840222042094
32,Argentina,2008,0.08813987593411166
32,Argentina,2009,0.08946040621306145
32,Argentina,2010,0.0907686769640487
32,Argentina,2011,0.09204474260246434
32,Argentina,2012,0.0933039324360896
32,Argentina,2013,0.09451187785097875
32,Argentina,2014,0.09566101890994445
32,Argentina,2015,0.0967942249359755
32,Argentina,2016,0.09789332970920919
32,Argentina,2017,0.0989603240066682
32,Argentina,2018,0.1000311070402396
32,Argentina,2019,0.1011926842745107
32,Argentina,2020,0.102500970756514
32,Argentina,2021,0.103969272136167
32,Argentina,2022,0.1055708420259055
51,Armenia,2000,0.08636356930823685
51,Armenia,2001,0.08776275761267355
51,Armenia,2002,0.08905933433486271
51,Armenia,2003,0.0902830224304305
51,Armenia,2004,0.09141314921536234
51,Armenia,2005,0.09246685530965915
51,Armenia,2006,0.09344339518230035
51,Armenia,2007,0.09434508439292574
51,Armenia,2008,0.0952214604672531
51,Armenia,2009,0.0960896180099918
51,Armenia,2010,0.096912391467512
51,Armenia,2011,0.09769717310243864
51,Armenia,2012,0.0984975393863253
51,Armenia,2013,0.09938840489802281
51,Armenia,2014,0.10049146651705546
51,Armenia,2015,0.10184611343248665
51,Armenia,2016,0.1035011639238171
51,Armenia,2017,0.10529224618473859
51,Armenia,2018,0.10718341579455255
51,Armenia,2019,0.10929260196624746
51,Armenia,2020,0.111624654287001
51,Armenia,2021,0.114159420756926
51,Armenia,2022,0.1169300104152455
36,Australia,2000,0.0438552007856342
36,Australia,2001,0.0447810561688778
36,Australia,2002,0.045795466991060754
36,Australia,2003,0.0468987192384654
36,Australia,2004,0.04810610085829755
36,Australia,2005,0.04943411203978485
36,Australia,2006,0.0508653979305309
36,Australia,2007,0.05238442377756835
36,Australia,2008,0.053947979843068206
36,Australia,2009,0.0554878279675487
36,Australia,2010,0.0569311479585734
36,Australia,2011,0.0582894177228499
36,Australia,2012,0.0596408406835501
36,Australia,2013,0.06105964650770945
36,Australia,2014,0.06260810775269621
36,Australia,2015,0.06431687674777595
36,Australia,2016,0.06620164592333296
36,Australia,2017,0.068240006312425
36,Australia,2018,0.07047164463996135
36,Australia,2019,0.07288210422311805
36,Australia,2020,0.0754671960146569
36,Australia,2021,0.0782352966731385
36,Australia,2022,0.08119828387620334
40,Austria,2000,0.048622407440489346
40,Austria,2001,0.0491734582706728
40,Austria,2002,0.0496505505720387
40,Austria,2003,0.050063997761986404
40,Austria,2004,0.05042235417648495
40,Austria,2005,0.05072095396232125
40,Austria,2006,0.050931279186813255
40,Austria,2007,0.0510489721351165
40,Austria,2008,0.0510862197977178
40,Austria,2009,0.05101386734204465
40,Austria,2010,0.0508388278350603
40,Austria,2011,0.05060084306338225
40,Austria,2012,0.050359428826036653
40,Austria,2013,0.050164379827189104
40,Austria,2014,0.0500268589063257
40,Austria,2015,0.049955862187180594
40,Austria,2016,0.04996341010479165
40,Austria,2017,0.05003327671194605
40,Austria,2018,0.050209602952431404
40,Austria,2019,0.05048595670756045
40,Austria,2020,0.0508683901244888
40,Austria,2021,0.05135242233984835
40,Austria,2022,0.0519503000947993
48,Bahrain,2000,0.16197509454305248
48,Bahrain,2001,0.165002086028128
48,Bahrain,2002,0.1678472041703615
48,Bahrain,2003,0.17054165039553748
48,Bahrain,2004,0.173170896643925
48,Bahrain,2005,0.175785769057641
48,Bahrain,2006,0.17844907705233498
48,Bahrain,2007,0.1811982239695995
48,Bahrain,2008,0.18404289247326
48,Bahrain,2009,0.1870380076078065
48,Bahrain,2010,0.1900024324345785
48,Bahrain,2011,0.1928106949119705
48,Bahrain,2012,0.1954999225787875
48,Bahrain,2013,0.19820560081886252
48,Bahrain,2014,0.20098955265199098
48,Bahrain,2015,0.2038660422122715
48,Bahrain,2016,0.20683932961865448
48,Bahrain,2017,0.208976345657729
48,Bahrain,2018,0.2102783121185275
48,Bahrain,2019,0.2114681368212105
48,Bahrain,2020,0.21275303130841
48,Bahrain,2021,0.214142559349943
48,Bahrain,2022,0.215672479922222
112,Belarus,2000,0.0462511966939959
112,Belarus,2001,0.046904557972305194
112,Belarus,2002,0.0475793954829389
112,Belarus,2003,0.048288568460210804
112,Belarus,2004,0.049046512626070043
112,Belarus,2005,0.04985231239706065
112,Belarus,2006,0.0507006116955287
112,Belarus,2007,0.05158049815735455
112,Belarus,2008,0.0524909254168889
112,Belarus,2009,0.0534458056379088
112,Belarus,2010,0.0544325847090563
112,Belarus,2011,0.0554728110427761
112,Belarus,2012,0.05657976580831385
112,Belarus,2013,0.05778620875588995
112,Belarus,2014,0.0591073773851333
112,Belarus,2015,0.06058451445727845
112,Belarus,2016,0.06226176111830185
112,Belarus,2017,0.0641591068019332
112,Belarus,2018,0.0663153111934155
112,Belarus,2019,0.06873696921937336
112,Belarus,2020,0.07137769258418375
112,Belarus,2021,0.07419557593711115
112,Belarus,2022,0.07719621124865389
56,Belgium,2000,0.03627438101683405
56,Belgium,2001,0.03662979111669925
56,Belgium,2002,0.03706124062926015
56,Belgium,2003,0.037576521803021595
56,Belgium,2004,0.038188080412335346
56,Belgium,2005,0.0388921565516374
56,Belgium,2006,0.03967752369441975
56,Belgium,2007,0.040540273261594845
56,Belgium,2008,0.04149468185317785
56,Belgium,2009,0.04251238497092645
56,Belgium,2010,0.04357512922764305
56,Belgium,2011,0.044706458295818596
56,Belgium,2012,0.045944269991862144
56,Belgium,2013,0.04732776366339945
56,Belgium,2014,0.0488679284637647
56,Belgium,2015,0.0505728008219304
56,Belgium,2016,0.05242661438453735
56,Belgium,2017,0.054425534922335095
56,Belgium,2018,0.056591071467217896
56,Belgium,2019,0.0589338785541816
56,Belgium,2020,0.0614663221643582
56,Belgium,2021,0.0641711525505746
56,Belgium,2022,0.06705651652910816
84,Belize,2000,0.10578065248331214
84,Belize,2001,0.10903390645228464
84,Belize,2002,0.11240581295483859
84,Belize,2003,0.1159101954677736
84,Belize,2004,0.11953604052450285
84,Belize,2005,0.12331593169421076
84,Belize,2006,0.127264199071719
84,Belize,2007,0.13136328377697998
84,Belize,2008,0.135564755996677
84,Belize,2009,0.1398455917119175
84,Belize,2010,0.14410233575485998
84,Belize,2011,0.148267008746325
84,Belize,2012,0.1523113531123795
84,Belize,2013,0.156207333736412
84,Belize,2014,0.15994048055434051
84,Belize,2015,0.16356593580510548
84,Belize,2016,0.167114729269814
84,Belize,2017,0.1706156784935985
84,Belize,2018,0.17410205298168951
84,Belize,2019,0.1776596762720885
84,Belize,2020,0.181406784151573
84,Belize,2021,0.185354027746636
84,Belize,2022,0.189482771697597
76,Brazil,2000,0.07522102737915365
76,Brazil,2001,0.0758855890549542
76,Brazil,2002,0.07653715423289176
76,Brazil,2003,0.0772502121977344
76,Brazil,2004,0.078109376024354
76,Brazil,2005,0.07917090423323561
76,Brazil,2006,0.080427822007982
76,Brazil,2007,0.08190636050845965
76,Brazil,2008,0.08364011537122375
76,Brazil,2009,0.0856771203137473
76,Brazil,2010,0.0879974887055294
76,Brazil,2011,0.09057651488458354
76,Brazil,2012,0.0933488379732096
76,Brazil,2013,0.0962911651547605
76,Brazil,2014,0.09934697970764614
76,Brazil,2015,0.10251835105052509
76,Brazil,2016,0.10578352781956785
76,Brazil,2017,0.1091337576467895
76,Brazil,2018,0.1125812843598665
76,Brazil,2019,0.1161911000586375
76,Brazil,2020,0.12001894425441449
76,Brazil,2021,0.124049549472385
76,Brazil,2022,0.1282682975099535
124,Canada,2000,0.06686002744397895
124,Canada,2001,0.0660430984373988
124,Canada,2002,0.06527907532555385
124,Canada,2003,0.06459508948846755
124,Canada,2004,0.06402692321228876
124,Canada,2005,0.06359197560537161
124,Canada,2006,0.0632863368078304
124,Canada,2007,0.06312421233948305
124,Canada,2008,0.0630686145950786
124,Canada,2009,0.0630511553829128
124,Canada,2010,0.06300162351910875
124,Canada,2011,0.06289448779919715
124,Canada,2012,0.06280096924109825
124,Canada,2013,0.06280220721618315
124,Canada,2014,0.06296867958910195
124,Canada,2015,0.06332981782983775
124,Canada,2016,0.06384441303072545
124,Canada,2017,0.0644491225850335
124,Canada,2018,0.0651633347354985
124,Canada,2019,0.06596463093044636
124,Canada,2020,0.06686512620831256
124,Canada,2021,0.06786736238003176
124,Canada,2022,0.0689526978395158
152,Chile,2000,0.07861439914814039
152,Chile,2001,0.08106369372570771
152,Chile,2002,0.0834696959478691
152,Chile,2003,0.08585060466568085
152,Chile,2004,0.088236343508904
152,Chile,2005,0.09064411690576425
152,Chile,2006,0.09307571506026666
152,Chile,2007,0.09554613558946305
152,Chile,2008,0.0980898405893624
152,Chile,2009,0.10072691841259016
152,Chile,2010,0.1034764088821592
152,Chile,2011,0.10628463507506615
152,Chile,2012,0.10913262350264899
152,Chile,2013,0.1119946517138105
152,Chile,2014,0.114838562975934
152,Chile,2015,0.117681462342859
152,Chile,2016,0.12052086790456
152,Chile,2017,0.1233598543312495
152,Chile,2018,0.1262507586295625
152,Chile,2019,0.129252002105966
152,Chile,2020,0.1324345842941875
152,Chile,2021,0.1357944185941185
152,Chile,2022,0.139312191628443
156,China,2000,0.0619518748847583
156,China,2001,0.0629669679263662
156,China,2002,0.06407877111883195
156,China,2003,0.06524734558828615
156,China,2004,0.0664235020967662
156,China,2005,0.06763483302980755
156,China,2006,0.06892980369625805
156,China,2007,0.07027789824356685
156,China,2008,0.07170797783250721
156,China,2009,0.0732140544930078
156,China,2010,0.07477497097091071
156,China,2011,0.076399728094234
156,China,2012,0.0781573484016308
156,China,2013,0.08020053891728984
156,China,2014,0.08255542503351485
156,China,2015,0.0852453155114547
156,China,2016,0.08829433433976094
156,China,2017,0.09156615367345175
156,China,2018,0.09505832876472764
156,China,2019,0.0987893696028337
156,China,2020,0.10275006545235621
156,China,2021,0.1069640967084419
156,China,2022,0.11142675288737844
170,Colombia,2000,0.07027300718223915
170,Colombia,2001,0.0725699749262009
170,Colombia,2002,0.075011767271773
170,Colombia,2003,0.07764298803836955
170,Colombia,2004,0.08042845450698191
170,Colombia,2005,0.08334614959981385
170,Colombia,2006,0.08640868356516965
170,Colombia,2007,0.08958900180698434
170,Colombia,2008,0.09284270939134324
170,Colombia,2009,0.09610741510177455
170,Colombia,2010,0.0993053938033477
170,Colombia,2011,0.102350661542468
170,Colombia,2012,0.10510525006893401
170,Colombia,2013,0.1075256845948285
170,Colombia,2014,0.10963139023736751
170,Colombia,2015,0.11144476646184401
170,Colombia,2016,0.1130110452891625
170,Colombia,2017,0.11439752382454449
170,Colombia,2018,0.1157393576694585
170,Colombia,2019,0.1171339185473365
170,Colombia,2020,0.118680204001328
170,Colombia,2021,0.12040107688069901
170,Colombia,2022,0.12231644660582949
188,Costa Rica,2000,0.0865350056580412
188,Costa Rica,2001,0.0905982309187589
188,Costa Rica,2002,0.09505117873272476
188,Costa Rica,2003,0.0999449585420407
188,Costa Rica,2004,0.10531437176191485
188,Costa Rica,2005,0.1111934429106585
188,Costa Rica,2006,0.117581924848899
188,Costa Rica,2007,0.124452729615967
188,Costa Rica,2008,0.1317461928752305
188,Costa Rica,2009,0.1394292197484105
188,Costa Rica,2010,0.14739672937707948
188,Costa Rica,2011,0.155563044756551
188,Costa Rica,2012,0.1636753206171535
188,Costa Rica,2013,0.171540515479962
188,Costa Rica,2014,0.1790231396377565
188,Costa Rica,2015,0.1860315118215815
188,Costa Rica,2016,0.192640388782845
188,Costa Rica,2017,0.19892832134816302
188,Costa Rica,2018,0.20507693046957198
188,Costa Rica,2019,0.21127218617869348
188,Costa Rica,2020,0.21763928927585752
188,Costa Rica,2021,0.2241944555461535
188,Costa Rica,2022,0.23102602656159898
191,Croatia,2000,0.053097498725397055
191,Croatia,2001,0.05383861933731475
191,Croatia,2002,0.05469443768886105
191,Croatia,2003,0.05566580091311585
191,Croatia,2004,0.056771337772673944
191,Croatia,2005,0.0579972311636097
191,Croatia,2006,0.05934015103238415
191,Croatia,2007,0.06079013990459105
191,Croatia,2008,0.06234661404873475
191,Croatia,2009,0.06403024235796376
191,Croatia,2010,0.06579316038638125
191,Croatia,2011,0.06762752121611215
191,Croatia,2012,0.0695108563439895
191,Croatia,2013,0.07141657388360985
191,Croatia,2014,0.07338327919147
191,Croatia,2015,0.0753830082707342
191,Croatia,2016,0.07741661212521256
191,Croatia,2017,0.0794724917648306
191,Croatia,2018,0.08158060452267575
191,Croatia,2019,0.0837989338731214
191,Croatia,2020,0.08614547932336515
191,Croatia,2021,0.08864067124607761
191,Croatia,2022,0.09129562266487855
192,Cuba,2000,0.08863582421894589
192,Cuba,2001,0.09102753013746095
192,Cuba,2002,0.0933872409747822
192,Cuba,2003,0.09569762703200971
192,Cuba,2004,0.09797038310468395
192,Cuba,2005,0.10019306595921426
192,Cuba,2006,0.1023544565539134
192,Cuba,2007,0.10446260416460905
192,Cuba,2008,0.10647794808537919
192,Cuba,2009,0.10838700361947701
192,Cuba,2010,0.11012381894786549
192,Cuba,2011,0.1116643662366205
192,Cuba,2012,0.112944623244566
192,Cuba,2013,0.11392596517842399
192,Cuba,2014,0.11463284943520799
192,Cuba,2015,0.1151464753776625
192,Cuba,2016,0.115489638143151
192,Cuba,2017,0.1156712858391665
192,Cuba,2018,0.115784067566772
192,Cuba,2019,0.11594118593696151
192,Cuba,2020,0.11621534833226099
192,Cuba,2021,0.116624859324776
192,Cuba,2022,0.11714786549349049
196,Cyprus,2000,0.0678989159753961
196,Cyprus,2001,0.0689468360347858
196,Cyprus,2002,0.06991135906520955
196,Cyprus,2003,0.0707497709550008
196,Cyprus,2004,0.07147696180724385
196,Cyprus,2005,0.0720897231469831
196,Cyprus,2006,0.07256151283493376
196,Cyprus,2007,0.07288995567731135
196,Cyprus,2008,0.07308317911237236
196,Cyprus,2009,0.07314591816517696
196,Cyprus,2010,0.07308736459702625
196,Cyprus,2011,0.0729332596056773
196,Cyprus,2012,0.0727177725638667
196,Cyprus,2013,0.0724825599928731
196,Cyprus,2014,0.0722745754179582
196,Cyprus,2015,0.07210500759309045
196,Cyprus,2016,0.07197576940814625
196,Cyprus,2017,0.07189156184044315
196,Cyprus,2018,0.07190047462276834
196,Cyprus,2019,0.0720251124044531
196,Cyprus,2020,0.07226925667195475
196,Cyprus,2021,0.07264022069623474
196,Cyprus,2022,0.0731224174620288
203,Czechia,2000,0.056113235378929996
203,Czechia,2001,0.05657626550161305
203,Czechia,2002,0.05714465052033815
203,Czechia,2003,0.05781272241965235
203,Czechia,2004,0.05857809071668785
203,Czechia,2005,0.05942259769524286
203,Czechia,2006,0.060336797774660555
203,Czechia,2007,0.0613000703242031
203,Czechia,2008,0.062284810688759955
203,Czechia,2009,0.0632748328024268
203,Czechia,2010,0.06424897922462
203,Czechia,2011,0.06519492667601684
203,Czechia,2012,0.0661034616448214
203,Czechia,2013,0.06699164557226125
203,Czechia,2014,0.06787997562518436
203,Czechia,2015,0.06878859067174975
203,Czechia,2016,0.06974388139833404
203,Czechia,2017,0.0707603706933474
203,Czechia,2018,0.07188249758957979
203,Czechia,2019,0.07313159107269876
203,Czechia,2020,0.07448997389728479
203,Czechia,2021,0.07596450226606145
203,Czechia,2022,0.07753797108277645
208,Denmark,2000,0.030108947135227798
208,Denmark,2001,0.0300789533011235
208,Denmark,2002,0.03003150676016575
208,Denmark,2003,0.029952411053991948
208,Denmark,2004,0.0298454133663701
208,Denmark,2005,0.02970127465605555
208,Denmark,2006,0.0295042870818912
208,Denmark,2007,0.0292448922238839
208,Denmark,2008,0.0289409720552542
208,Denmark,2009,0.02857368567183555
208,Denmark,2010,0.028130678184971954
208,Denmark,2011,0.027630878565577402
208,Denmark,2012,0.027104610414895203
208,Denmark,2013,0.026586245868732948
208,Denmark,2014,0.02607854514965845
208,Denmark,2015,0.0255891864022872
208,Denmark,2016,0.02513000115433595
208,Denmark,2017,0.024694612680495602
208,Denmark,2018,0.0243102098807204
208,Denmark,2019,0.02398253450757975
208,Denmark,2020,0.0237152750191612
208,Denmark,2021,0.023493479821508
208,Denmark,2022,0.023312817794922253
218,Ecuador,2000,0.06492378039838405
218,Ecuador,2001,0.066360238585806
218,Ecuador,2002,0.06790585098293525
218,Ecuador,2003,0.06956347265056964
218,Ecuador,2004,0.0713556393956975
218,Ecuador,2005,0.0732867658604473
218,Ecuador,2006,0.07536847580348821
218,Ecuador,2007,0.07759616969107541
218,Ecuador,2008,0.07999722860249715
218,Ecuador,2009,0.08255096067693934
218,Ecuador,2010,0.08522520032505371
218,Ecuador,2011,0.08799240570867975
218,Ecuador,2012,0.09085374229836735
218,Ecuador,2013,0.09380889927051225
218,Ecuador,2014,0.0968658886802784
218,Ecuador,2015,0.1000386385707335
218,Ecuador,2016,0.10334847452618655
218,Ecuador,2017,0.1067548112697005
218,Ecuador,2018,0.1103197909857295
218,Ecuador,2019,0.1140497958784915
218,Ecuador,2020,0.117942765763967
218,Ecuador,2021,0.122039283531633
218,Ecuador,2022,0.1263461877907835
233,Estonia,2000,0.04630535760374295
233,Estonia,2001,0.04722918529232675
233,Estonia,2002,0.0482198683769754
233,Estonia,2003,0.04927659791896455
233,Estonia,2004,0.05041270403612705
233,Estonia,2005,0.05163674258727275
233,Estonia,2006,0.05292994517686565
233,Estonia,2007,0.0542821507979005
233,Estonia,2008,0.05569085882694455
233,Estonia,2009,0.05716333031077295
233,Estonia,2010,0.058703690632295344
233,Estonia,2011,0.06030713470769515
233,Estonia,2012,0.06199358357572315
233,Estonia,2013,0.0637777710311571
233,Estonia,2014,0.06566142691429755
233,Estonia,2015,0.0676931581493
233,Estonia,2016,0.0698845198700844
233,Estonia,2017,0.0722522330493211
233,Estonia,2018,0.07481972960578209
233,Estonia,2019,0.07760816519574645
233,Estonia,2020,0.08059521896404985
233,Estonia,2021,0.08377368226210995
233,Estonia,2022,0.0871701689649817
246,Finland,2000,0.0444744952375989
246,Finland,2001,0.04520776875241405
246,Finland,2002,0.046089048191786205
246,Finland,2003,0.04709212157713715
246,Finland,2004,0.0481878037929699
246,Finland,2005,0.049340052083147304
246,Finland,2006,0.0504943799856181
246,Finland,2007,0.051643038779967204
246,Finland,2008,0.05279181953328205
246,Finland,2009,0.053886657354259654
246,Finland,2010,0.05491829114927745
246,Finland,2011,0.0559247025533819
246,Finland,2012,0.0569638598329733
246,Finland,2013,0.05812110018363965
246,Finland,2014,0.059406082235989345
246,Finland,2015,0.0608203904544107
246,Finland,2016,0.0623497734974299
246,Finland,2017,0.0639746389435692
246,Finland,2018,0.06572317794589855
246,Finland,2019,0.06758717189737755
246,Finland,2020,0.0695555064411293
246,Finland,2021,0.071634877233066
246,Finland,2022,0.07382877203173716
250,France (metropolitan),2000,0.04963020797543985
250,France (metropolitan),2001,0.049900720125862746
250,France (metropolitan),2002,0.05004826508200765
250,France (metropolitan),2003,0.05003545518609555
250,France (metropolitan),2004,0.0498906521053156
250,France (metropolitan),2005,0.0496069631546698
250,France (metropolitan),2006,0.04914104979573555
250,France (metropolitan),2007,0.04848860832852005
250,France (metropolitan),2008,0.0476309322609805
250,France (metropolitan),2009,0.046584572596976695
250,France (metropolitan),2010,0.0453403472263203
250,France (metropolitan),2011,0.0439511214834336
250,France (metropolitan),2012,0.04243690177869155
250,France (metropolitan),2013,0.04085220398980735
250,France (metropolitan),2014,0.0392537763009742
250,France (metropolitan),2015,0.03763841530074945
250,France (metropolitan),2016,0.03600364208189815
250,France (metropolitan),2017,0.03440084564243205
250,France (metropolitan),2018,0.03286102244501825
250,France (metropolitan),2019,0.031414122838675604
250,France (metropolitan),2020,0.03005942613304055
250,France (metropolitan),2021,0.028790045883876698
250,France (metropolitan),2022,0.0276085677283538
268,Georgia,2000,0.09451031098269924
268,Georgia,2001,0.09598217373343895
268,Georgia,2002,0.0972456295383423
268,Georgia,2003,0.0982615942514135
268,Georgia,2004,0.09905398472821225
268,Georgia,2005,0.09960091307704705
268,Georgia,2006,0.0998966972782522
268,Georgia,2007,0.09997460337724655
268,Georgia,2008,0.0998142169015864
268,Georgia,2009,0.0994268280859726
268,Georgia,2010,0.09878314554593175
268,Georgia,2011,0.09789594604230101
268,Georgia,2012,0.09686382352459136
268,Georgia,2013,0.0958019410382729
268,Georgia,2014,0.0948234442964656
268,Georgia,2015,0.09400774177262325
268,Georgia,2016,0.09342106709192655
268,Georgia,2017,0.09294802010829326
268,Georgia,2018,0.09255243435221736
268,Georgia,2019,0.0923379482417668
268,Georgia,2020,0.092257609199378
268,Georgia,2021,0.09233409189699049
268,Georgia,2022,0.09257856633134351
276,Germany,2000,0.0650943573193784
276,Germany,2001,0.06585810887501085
276,Germany,2002,0.0665782975587397
276,Germany,2003,0.0672401942720583
276,Germany,2004,0.06783992330719475
276,Germany,2005,0.0683589117302332
276,Germany,2006,0.0687458335853299
276,Germany,2007,0.06898493855637144
276,Germany,2008,0.0690874700106606
276,Germany,2009,0.0690079918216851
276,Germany,2010,0.06872914935566694
276,Germany,2011,0.06831339076171485
276,Germany,2012,0.06782034508982425
276,Germany,2013,0.067344593313355
276,Germany,2014,0.0669229210350646
276,Germany,2015,0.0665842061170583
276,Germany,2016,0.06631037587519495
276,Germany,2017,0.0660935126481557
276,Germany,2018,0.0659651695770139
276,Germany,2019,0.0659137674776424
276,Germany,2020,0.06594984751320145
276,Germany,2021,0.06607960531899536
276,Germany,2022,0.06630603225242275
300,Greece,2000,0.06527957175642195
300,Greece,2001,0.06642862010438111
300,Greece,2002,0.0675427236017912
300,Greece,2003,0.06858851284800906
300,Greece,2004,0.0695686802505186
300,Greece,2005,0.07046111084433515
300,Greece,2006,0.0712013090234787
300,Greece,2007,0.07177176026031865
300,Greece,2008,0.07217701767697696
300,Greece,2009,0.07241345823492726
300,Greece,2010,0.07249281651748074
300,Greece,2011,0.0724656160891754
300,Greece,2012,0.0723560498285099
300,Greece,2013,0.07222160468448424
