country_id,country_name,year,gdp_per_capita
417,Kyrgyzstan,2004,433.233915720699
410,South Korea,2004,16496.1316167114
414,Kuwait,2004,27552.2827399787
440,Lithuania,2004,6734.57487061946
442,Luxembourg,2004,76544.9170868473
428,Latvia,2004,6109.73265186817
498,Moldova,2004,897.178494749468
484,Mexico,2004,7849.66759649565
470,Malta,2004,15212.1267402818
480,Mauritius,2004,5460.60800184198
558,Nicaragua,2004,1098.62118662335
528,The Netherlands,2004,40611.3414353091
578,Norway,2004,57768.6980958462
554,New Zealand,2004,25420.234882944
591,Panama,2004,4644.56582353041
608,Philippines,2004,1099.63013023758
616,Poland,2004,6711.72715262967
630,Puerto Rico,2004,20988.9923326534
620,Portugal,2004,18064.1580932987
600,Paraguay,2004,1786.21533938543
634,Qatar,2004,41035.5008380177
642,Romania,2004,3494.99056448955
702,Singapore,2004,27608.080013423
688,Serbia,2004,3597.08798057009
703,Slovakia,2004,10650.1290097126
705,Slovenia,2004,17103.8297783905
752,Sweden,2004,42758.2015503417
764,Thailand,2004,2641.56268717857
792,Türkiye,2004,5960.77898909049
800,Uganda,2004,292.38185796262
858,Uruguay,2004,4168.66065438387
840,USA,2004,41724.6411982614
860,Uzbekistan,2004,462.171492867885
862,Venezuela,2004,4269.08970872392
710,South Africa,2004,5221.46333731721
32,Argentina,2005,5067.65342293276
51,Armenia,2005,1557.48458908655
36,Australia,2005,34479.7679298388
40,Austria,2005,38157.37022862
56,Belgium,2005,36809.7013403619
48,Bahrain,2005,17966.1657837625
112,Belarus,2005,3126.07176665248
84,Belize,2005,5272.74417207961
76,Brazil,2005,4827.78173052472
124,Canada,2005,36383.6600068095
756,Switzerland,2005,56242.8933645639
152,Chile,2005,7480.3233099645
156,China,2005,1753.41419160544
170,Colombia,2005,3456.06610874512
188,Costa Rica,2005,4703.00721784778
192,Cuba,2005,3786.33799225291
196,Cyprus,2005,24959.26171875
203,Czechia,2005,13442.4916284309
276,Germany,2005,35084.4363546269
208,Denmark,2005,48925.8076698784
218,Ecuador,2005,2909.02606014388
724,Spain,2005,26450.9530130382
233,Estonia,2005,10414.6381183565
246,Finland,2005,39049.8703780223
250,France (metropolitan),2005,34696.3718316971
826,United Kingdom,2005,42104.7884375024
268,Georgia,2005,1642.78359414797
300,Greece,2005,22054.1315756886
320,Guatemala,2005,2046.46611650758
328,Guyana,2005,1084.06541388904
191,Croatia,2005,10443.5278353294
348,Hungary,2005,11223.3993032598
356,India,2005,710.488080408949
372,Ireland,2005,50933.0216095589
352,Iceland,2005,56794.8501588953
376,Israel,2005,21226.7213913393
380,Italy,2005,32171.793374715
392,Japan,2005,37812.8950199948
417,Kyrgyzstan,2005,476.548239793618
410,South Korea,2005,19402.5026259549
414,Kuwait,2005,36122.6142741227
440,Lithuania,2005,7857.03148786492
442,Luxembourg,2005,80988.1376230858
428,Latvia,2005,7283.78738127622
498,Moldova,2005,1034.39197746993
484,Mexico,2005,8671.75891885163
470,Malta,2005,15831.3440511034
480,Mauritius,2005,5354.02974260642
558,Nicaragua,2005,1183.30217305152
528,The Netherlands,2005,42165.396168388
578,Norway,2005,67047.1704558264
554,New Zealand,2005,27751.0654708859
591,Panama,2005,5017.7410922824
608,Philippines,2005,1220.46018559867
616,Poland,2005,8043.92332253757
630,Puerto Rico,2005,21959.322696986
620,Portugal,2005,18780.12751241
600,Paraguay,2005,1970.87169852378
634,Qatar,2005,53949.6764091147
642,Romania,2005,4618.00350802913
702,Singapore,2005,29961.3172812732
688,Serbia,2005,3807.97417321786
703,Slovakia,2005,11641.5410321763
705,Slovenia,2005,17969.7095907161
752,Sweden,2005,43378.6152117149
764,Thailand,2005,2867.70383436062
792,Türkiye,2005,7303.01388860245
800,Uganda,2005,330.405402707025
858,Uruguay,2005,5284.25677987129
840,USA,2005,44123.3996470026
860,Uzbekistan,2005,542.835808692209
862,Venezuela,2005,5432.4854184654
710,South Africa,2005,5836.87663325127
32,Argentina,2006,5869.38028970204
51,Armenia,2006,2041.65267068997
36,Australia,2006,36595.7071548423
40,Austria,2006,40382.2078298575
56,Belgium,2006,38705.1067959147
48,Bahrain,2006,19267.282615072
112,Belarus,2006,3848.22350300163
84,Belize,2006,5527.16775856439
76,Brazil,2006,5934.1447107274
124,Canada,2006,40504.0370977806
756,Switzerland,2006,59011.0324592016
152,Chile,2006,9318.65655299547
156,China,2006,2099.2194300499
170,Colombia,2006,3789.85361217027
188,Costa Rica,2006,5256.59640859159
192,Cuba,2006,4329.98265964383
196,Cyprus,2006,26729.28125
203,Czechia,2006,15259.0788162004
276,Germany,2006,36980.3349948954
208,Denmark,2006,52119.1787984282
218,Ecuador,2006,3243.67010359339
724,Spain,2006,28421.686527407
233,Estonia,2006,12641.4800976473
246,Finland,2006,41214.0187765069
250,France (metropolitan),2006,36431.5658906555
826,United Kingdom,2006,44512.4590296865
268,Georgia,2006,1996.02013272284
300,Greece,2006,24416.0232970275
320,Guatemala,2006,2225.1234753878
328,Guyana,2006,3135.60553528326
191,Croatia,2006,11502.753124287
348,Hungary,2006,11489.5608654088
356,India,2006,801.668353659022
372,Ireland,2006,54329.1618599624
352,Iceland,2006,57492.9342498703
376,Israel,2006,22502.0722209991
380,Italy,2006,33684.7200358552
392,Japan,2006,35991.546002862
417,Kyrgyzstan,2006,543.113512472219
410,South Korea,2006,21743.4774514254
414,Kuwait,2006,42946.6374104066
440,Lithuania,2006,9210.10118229413
442,Luxembourg,2006,90788.8004876145
428,Latvia,2006,9211.7374468148
498,Moldova,2006,1183.02481442894
484,Mexico,2006,9512.63575346699
470,Malta,2006,16653.607176998
480,Mauritius,2006,5695.97525509869
558,Nicaragua,2006,1248.17675959909
528,The Netherlands,2006,45123.5432406426
578,Norway,2006,74434.4996835671
554,New Zealand,2006,26654.5932018985
591,Panama,2006,5528.76705469354
608,Philippines,2006,1426.14649179546
616,Poland,2006,9068.85528307627
630,Puerto Rico,2006,22935.9411586313
620,Portugal,2006,19839.4540499032
600,Paraguay,2006,2439.43124694576
634,Qatar,2006,62582.4453138755
642,Romania,2006,5757.53127301178
702,Singapore,2006,33768.4528234651
688,Serbia,2006,4492.7136699046
703,Slovakia,2006,13167.8954730379
705,Slovenia,2006,19563.005059144
752,Sweden,2006,46531.6001120572
764,Thailand,2006,3331.32043511773
792,Türkiye,2006,7953.07848024969
800,Uganda,2006,346.518255310647
858,Uruguay,2006,6001.33294783172
840,USA,2006,46301.9876485519
860,Uzbekistan,2006,649.118167003925
862,Venezuela,2006,6739.38065342219
710,South Africa,2006,6077.38293388876
32,Argentina,2007,7185.25155147027
51,Armenia,2007,2962.70234594569
36,Australia,2007,41051.6120652288
40,Austria,2007,46622.9622913635
56,Belgium,2007,44319.165448813
48,Bahrain,2007,20908.4042548073
112,Belarus,2007,4735.48107556066
84,Belize,2007,5765.28199932455
76,Brazil,2007,7409.69130727951
124,Canada,2007,44660.0838892281
756,Switzerland,2007,64989.1553256031
152,Chile,2007,10346.4138184533
156,China,2007,2693.95873160283
170,Colombia,2007,4769.926147194
188,Costa Rica,2007,6137.71199925542
192,Cuba,2007,4807.43888960684
196,Cyprus,2007,31244.87890625
203,Czechia,2007,18452.6532812196
276,Germany,2007,42350.9217211489
208,Denmark,2007,58631.6566433635
218,Ecuador,2007,3478.92488770671
724,Spain,2007,32652.015594702
233,Estonia,2007,16745.4308011148
246,Finland,2007,48473.0240091455
250,France (metropolitan),2007,41486.1907828787
826,United Kingdom,2007,50397.6854954706
268,Georgia,2007,2635.36650276116
300,Greece,2007,28440.7625328955
320,Guatemala,2007,2458.81573919384
328,Guyana,2007,3608.28685240188
191,Croatia,2007,13757.605654192
348,Hungary,2007,13940.9092761999
356,India,2007,1021.88707706826
372,Ireland,2007,61396.417461176
352,Iceland,2007,69495.7267376825
376,Israel,2007,25635.926838502
380,Italy,2007,38031.9709472716
392,Japan,2007,35779.0245416427
417,Kyrgyzstan,2007,721.771646044636
410,South Korea,2007,24086.4104391677
414,Kuwait,2007,45709.4132876371
440,Lithuania,2007,12295.1212779366
442,Luxembourg,2007,107475.320297978
428,Latvia,2007,13370.9789452508
498,Moldova,2007,1531.21618590748
484,Mexico,2007,10134.3327138119
470,Malta,2007,19444.1875016088
480,Mauritius,2007,6574.6635764099
558,Nicaragua,2007,1350.38954614622
528,The Netherlands,2007,52100.7996285947
578,Norway,2007,85502.2677087731
554,New Zealand,2007,32479.9817381467
591,Panama,2007,6317.81730274124
608,Philippines,2007,1712.65543282793
616,Poland,2007,11272.5293683383
630,Puerto Rico,2007,23664.8823485096
620,Portugal,2007,22811.0564844365
600,Paraguay,2007,3211.93621659546
634,Qatar,2007,65954.3419525051
642,Romania,2007,8360.33775916596
702,Singapore,2007,39432.8860198877
688,Serbia,2007,6081.08765700202
703,Slovakia,2007,16110.4817265237
705,Slovenia,2007,23725.1596001515
752,Sweden,2007,53568.5645523213
764,Thailand,2007,3918.52817434581
792,Türkiye,2007,9711.22376120832
800,Uganda,2007,401.389130865581
858,Uruguay,2007,7222.05403645877
840,USA,2007,48050.227412195
860,Uzbekistan,2007,824.028192334768
862,Venezuela,2007,8331.62096991844
710,South Africa,2007,6591.85535960564
32,Argentina,2008,8944.1102657357
51,Armenia,2008,3777.66859313767
36,Australia,2008,49701.2817843335
40,Austria,2008,51581.3982361071
56,Belgium,2008,48303.397956286
48,Bahrain,2008,23299.4992780392
112,Belarus,2008,6376.17569162063
84,Belize,2008,5713.28126796797
76,Brazil,2008,8908.33176567294
124,Canada,2008,46710.2526864484
756,Switzerland,2008,74175.1927898555
152,Chile,2008,10683.2188772853
156,China,2008,3468.32706307504
170,Colombia,2008,5541.83629665898
188,Costa Rica,2008,6937.24261596055
192,Cuba,2008,4986.12436479175
196,Cyprus,2008,35397.296875
203,Czechia,2008,22774.7045076205
276,Germany,2008,46386.3295924799
208,Denmark,2008,64616.6657583663
218,Ecuador,2008,4194.75750661981
724,Spain,2008,35603.248328071
233,Estonia,2008,18205.9064113446
246,Finland,2008,53769.4726240385
250,France (metropolitan),2008,45464.8181385158
826,United Kingdom,2008,47396.1202078484
268,Georgia,2008,3324.7537205015
300,Greece,2008,31695.8331092209
320,Guatemala,2008,2763.05988172926
328,Guyana,2008,4008.9628671603
191,Croatia,2008,15889.4347074759
348,Hungary,2008,15772.3300839383
356,India,2008,992.519584923828
372,Ireland,2008,61353.1065629523
352,Iceland,2008,56943.3704468563
376,Israel,2008,30176.2865128483
380,Italy,2008,41095.4063415012
392,Japan,2008,39876.3039685725
417,Kyrgyzstan,2008,966.388569370494
410,South Korea,2008,21350.427979823
414,Kuwait,2008,55585.1889344442
440,Lithuania,2008,14955.5345462921
442,Luxembourg,2008,120422.137934157
428,Latvia,2008,15677.6080864506
498,Moldova,2008,2110.55305353857
484,Mexico,2008,10523.7685403244
470,Malta,2008,22315.3198630182
480,Mauritius,2008,8030.05228087539
558,Nicaragua,2008,1523.68088982295
528,The Netherlands,2008,58246.7026905874
578,Norway,2008,97503.5407803783
554,New Zealand,2008,31252.9625640673
591,Panama,2008,7347.59050324397
608,Philippines,2008,1959.29233534978
616,Poland,2008,14048.5604672654
630,Puerto Rico,2008,24898.3345857045
620,Portugal,2008,24949.0413566739
600,Paraguay,2008,4384.9546943793
634,Qatar,2008,80781.4039187792
642,Romania,2008,10435.1561230787
702,Singapore,2008,40008.5720489092
688,Serbia,2008,7376.73517910716
703,Slovakia,2008,18744.3192278346
705,Slovenia,2008,27461.9764165315
752,Sweden,2008,55817.4392710726
764,Thailand,2008,4309.13509292986
792,Türkiye,2008,10843.5036940489
800,Uganda,2008,472.842681495852
858,Uruguay,2008,9423.96562595893
840,USA,2008,48570.0594269601
860,Uzbekistan,2008,1074.72928796701
862,Venezuela,2008,11262.4514256759
710,South Africa,2008,6184.75474328399
32,Argentina,2009,8150.23527028221
51,Armenia,2009,2820.5926553347
36,Australia,2009,42816.5674002829
40,Austria,2009,47857.4446635266
56,Belgium,2009,44923.3400135081
48,Bahrain,2009,19465.3140745038
112,Belarus,2009,5352.48809190697
84,Belize,2009,5401.22963143045
76,Brazil,2009,8678.65922498836
124,Canada,2009,40874.8831932903
756,Switzerland,2009,71568.3123885672
152,Chile,2009,10098.8017166866
156,China,2009,3832.2274569094
170,Colombia,2009,5250.97292433518
188,Costa Rica,2009,6832.69829924138
192,Cuba,2009,5089.23519757167
196,Cyprus,2009,32236.44921875
203,Czechia,2009,19817.4215836554
276,Germany,2009,42487.2137101496
208,Denmark,2009,58412.7472358513
218,Ecuador,2009,4053.36331139298
724,Spain,2009,32279.8208476151
233,Estonia,2009,14712.4494217916
246,Finland,2009,47478.3495310999
250,France (metropolitan),2009,41728.0884164132
826,United Kingdom,2009,38744.131693043
268,Georgia,2009,2822.68939668797
300,Greece,2009,29425.4573200263
320,Guatemala,2009,2611.64632773352
328,Guyana,2009,4209.13230624565
191,Croatia,2009,14475.9632928725
348,Hungary,2009,13077.305465178
356,India,2009,1094.94974598436
372,Ireland,2009,52133.0909237885
352,Iceland,2009,41301.273219718
376,Israel,2009,28381.6449423376
380,Italy,2009,37388.4537139699
392,Japan,2009,41308.9968370512
417,Kyrgyzstan,2009,870.198894546917
410,South Korea,2009,19143.8516053025
414,Kuwait,2009,37907.1001320042
440,Lithuania,2009,11854.3711053096
442,Luxembourg,2009,109419.746953106
428,Latvia,2009,11996.0322729773
498,Moldova,2009,1898.43975710988
484,Mexico,2009,8423.56933214711
470,Malta,2009,21176.3112406361
480,Mauritius,2009,7318.12640972422
558,Nicaragua,2009,1467.08019633408
528,The Netherlands,2009,53172.0261581418
578,Norway,2009,80347.5700665184
554,New Zealand,2009,28209.3623271229
591,Panama,2009,7796.92617035048
608,Philippines,2009,1864.45043406471
616,Poland,2009,11556.3026866026
630,Puerto Rico,2009,25768.7258883384
620,Portugal,2009,23151.2154130712
600,Paraguay,2009,3941.84815479271
634,Qatar,2009,60785.7351551657
642,Romania,2009,8548.4543409242
702,Singapore,2009,38926.8054365453
688,Serbia,2009,6414.0448463847
703,Slovakia,2009,16586.7527805228
705,Slovenia,2009,24501.7897290425
752,Sweden,2009,46707.8673215418
764,Thailand,2009,4135.43986952819
792,Türkiye,2009,9012.99945793034
800,Uganda,2009,798.947089938247
858,Uruguay,2009,9881.39573127081
840,USA,2009,47194.9500893872
860,Uzbekistan,2009,1205.7993547038
862,Venezuela,2009,11596.6021921731
710,South Africa,2009,6374.70560042992
32,Argentina,2010,10260.1313108254
51,Armenia,2010,3041.34450723339
36,Australia,2010,52144.6654705468
40,Austria,2010,46611.1393420232
56,Belgium,2010,44197.393671162
48,Bahrain,2010,21819.3291098099
112,Belarus,2010,6034.67885177216
84,Belize,2010,5451.13897172477
76,Brazil,2010,11403.2821284616
124,Canada,2010,47560.6666009406
756,Switzerland,2010,76531.3729407691
152,Chile,2010,12632.8704725219
156,China,2010,4550.47394356715
170,Colombia,2010,6398.2958447102
188,Costa Rica,2010,8265.78820275582
192,Cuba,2010,5272.26755824835
196,Cyprus,2010,31105.02734375
203,Czechia,2010,20160.4355077059
276,Germany,2010,42409.9356994694
208,Denmark,2010,58104.5445594981
218,Ecuador,2010,4520.30959039763
724,Spain,2010,30658.7422282912
233,Estonia,2010,14663.7041018705
246,Finland,2010,46506.2919016566
250,France (metropolitan),2010,40694.8211697025
826,United Kingdom,2010,39598.957119545
268,Georgia,2010,3281.72930937343
300,Greece,2010,26653.0488008626
320,Guatemala,2010,2805.25960237322
328,Guyana,2010,4581.76179693492
191,Croatia,2010,13731.2865213989
348,Hungary,2010,13217.5045951108
356,India,2010,1347.51939071367
372,Ireland,2010,48679.4026820361
352,Iceland,2010,43237.0729488958
376,Israel,2010,31338.5568903917
380,Italy,2010,36184.7118698678
392,Japan,2010,44968.1562349739
417,Kyrgyzstan,2010,876.954476440354
410,South Korea,2010,23079.2601257735
414,Kuwait,2010,39212.2726673435
440,Lithuania,2010,11829.122609457
442,Luxembourg,2010,110885.991378721
428,Latvia,2010,11188.4191700977
