country_id,country_name,cancer_id,cancer_name,year,new_cases/deaths,total_cases,cumulative_risk,measure
474,"France, Martinique",1,Head and neck,2000,29,364607.0,0.8529197453,Incidence
474,"France, Martinique",1,Head and neck,2001,36,366864.0,1.041523382,Incidence
474,"France, Martinique",1,Head and neck,2002,40,368834.0,1.091355054,Incidence
474,"France, Martinique",1,Head and neck,2003,31,370471.0,0.8882129855,Incidence
474,"France, Martinique",1,Head and neck,2004,26,371932.0,0.6267381235,Incidence
474,"France, Martinique",1,Head and neck,2005,32,372966.0,0.8164743683,Incidence
474,"France, Martinique",1,Head and neck,2006,30,374131.0,0.7645512384,Incidence
474,"France, Martinique",1,Head and neck,2007,38,374190.0,0.9853366383,Incidence
474,"France, Martinique",1,Head and neck,2008,37,371401.0,0.8993104228,Incidence
474,"France, Martinique",1,Head and neck,2009,32,369307.0,0.7095230256,Incidence
474,"France, Martinique",1,Head and neck,2010,30,365741.0,0.7287110152,Incidence
474,"France, Martinique",1,Head and neck,2011,23,362539.0,0.5169272512,Incidence
474,"France, Martinique",1,Head and neck,2012,31,357662.0,0.6598946419,Incidence
474,"France, Martinique",1,Head and neck,2013,44,352666.0,0.898477109,Incidence
474,"France, Martinique",1,Head and neck,2014,40,349504.0,0.806479504,Incidence
474,"France, Martinique",1,Head and neck,2015,33,344988.0,0.6748059764,Incidence
474,"France, Martinique",1,Head and neck,2016,26,339820.0,0.5261513035,Incidence
474,"France, Martinique",1,Head and neck,2017,38,334507.0,0.7532017555,Incidence
32,Argentina,1,Head and neck,2003,68,1541428.0,0.5446345611,Incidence
32,Argentina,1,Head and neck,2004,37,1556937.0,0.2700558866,Incidence
32,Argentina,1,Head and neck,2005,64,1572082.0,0.4845434255,Incidence
32,Argentina,1,Head and neck,2006,38,1578733.0,0.3062540002,Incidence
32,Argentina,1,Head and neck,2007,37,1598149.0,0.3009437805,Incidence
32,Argentina,1,Head and neck,2008,40,1617979.0,0.3292778728,Incidence
32,Argentina,1,Head and neck,2009,50,1639734.0,0.360035295,Incidence
32,Argentina,1,Head and neck,2010,32,1660957.0,0.2681331868,Incidence
32,Argentina,1,Head and neck,2011,41,1666840.0,0.2809060961,Incidence
32,Argentina,1,Head and neck,2012,43,1687331.0,0.3062509041,Incidence
32,Argentina,1,Head and neck,2013,59,1706802.0,0.3775877615,Incidence
32,Argentina,1,Head and neck,2014,56,1727422.0,0.3758369608,Incidence
32,Argentina,1,Head and neck,2015,50,1749411.0,0.3370496712,Incidence
32,Argentina,1,Head and neck,2016,46,1770279.0,0.3184381345,Incidence
32,Argentina,1,Head and neck,2017,50,1788503.0,0.3284163911,Incidence
792,Türkiye,1,Head and neck,2000,180,4685366.0,0.4985550519,Incidence
792,Türkiye,1,Head and neck,2001,208,4764098.0,0.590565098,Incidence
792,Türkiye,1,Head and neck,2002,215,4839753.0,0.5624821957,Incidence
792,Türkiye,1,Head and neck,2003,226,4914458.0,0.576262272,Incidence
792,Türkiye,1,Head and neck,2004,232,5016763.0,0.5768067162,Incidence
792,Türkiye,1,Head and neck,2005,212,5127296.0,0.5005986101,Incidence
792,Türkiye,1,Head and neck,2006,208,5225571.0,0.4563416642,Incidence
792,Türkiye,1,Head and neck,2007,254,5281382.0,0.5692876705,Incidence
792,Türkiye,1,Head and neck,2008,242,5493054.0,0.5332455535,Incidence
792,Türkiye,1,Head and neck,2009,297,5615754.0,0.6073274508,Incidence
792,Türkiye,1,Head and neck,2010,267,5747809.0,0.5355823194,Incidence
792,Türkiye,1,Head and neck,2011,291,5821681.0,0.534715686,Incidence
792,Türkiye,1,Head and neck,2012,264,5903521.0,0.468843514,Incidence
792,Türkiye,1,Head and neck,2013,262,6015901.0,0.4754102753,Incidence
792,Türkiye,1,Head and neck,2014,299,6123315.0,0.5183795651,Incidence
792,Türkiye,1,Head and neck,2015,296,6234961.0,0.4967969054,Incidence
792,Türkiye,1,Head and neck,2016,292,6324353.0,0.461652008,Incidence
792,Türkiye,1,Head and neck,2017,324,6407364.0,0.5017670469,Incidence
112,Belarus,1,Head and neck,2000,1025,9587474.0,0.9737540322,Incidence
112,Belarus,1,Head and neck,2001,1082,9538213.0,1.028797438,Incidence
112,Belarus,1,Head and neck,2002,1055,9477662.0,1.027015246,Incidence
112,Belarus,1,Head and neck,2003,1038,9367274.0,1.005815039,Incidence
112,Belarus,1,Head and neck,2004,1073,9294210.0,1.032292878,Incidence
112,Belarus,1,Head and neck,2005,1048,9223265.0,1.01387304,Incidence
112,Belarus,1,Head and neck,2006,1080,9163587.0,1.036519295,Incidence
112,Belarus,1,Head and neck,2007,1108,9119999.0,1.046790442,Incidence
112,Belarus,1,Head and neck,2008,1114,8941022.0,1.06203345,Incidence
112,Belarus,1,Head and neck,2009,1144,8919090.0,1.062711709,Incidence
112,Belarus,1,Head and neck,2010,1197,8899180.0,1.115840819,Incidence
112,Belarus,1,Head and neck,2011,1211,8870217.0,1.113127675,Incidence
112,Belarus,1,Head and neck,2012,1275,8845738.0,1.188950884,Incidence
112,Belarus,1,Head and neck,2013,1342,8815809.0,1.214940033,Incidence
112,Belarus,1,Head and neck,2014,1333,8809789.0,1.183405131,Incidence
112,Belarus,1,Head and neck,2015,1496,8815970.0,1.31906903,Incidence
112,Belarus,1,Head and neck,2016,1584,8823963.0,1.388554203,Incidence
112,Belarus,1,Head and neck,2017,1571,8822074.0,1.33805366,Incidence
36,Australia,1,Head and neck,2000,2109,18001064.0,1.144603951,Incidence
36,Australia,1,Head and neck,2001,2057,18208623.0,1.101592511,Incidence
36,Australia,1,Head and neck,2002,2193,18398749.0,1.137998986,Incidence
36,Australia,1,Head and neck,2003,2206,18597239.0,1.136632841,Incidence
36,Australia,1,Head and neck,2004,2089,18784618.0,1.043715535,Incidence
36,Australia,1,Head and neck,2005,2150,19004591.0,1.063182709,Incidence
36,Australia,1,Head and neck,2006,2231,19261688.0,1.084287506,Incidence
36,Australia,1,Head and neck,2007,2325,19603986.0,1.094933638,Incidence
36,Australia,1,Head and neck,2008,2280,19925495.0,1.048981568,Incidence
36,Australia,1,Head and neck,2009,2516,20343440.0,1.119238034,Incidence
36,Australia,1,Head and neck,2010,2784,20654356.0,1.201541568,Incidence
36,Australia,1,Head and neck,2011,2682,20930695.0,1.150829356,Incidence
36,Australia,1,Head and neck,2012,2890,21280972.0,1.195638164,Incidence
36,Australia,1,Head and neck,2013,2917,21659949.0,1.180286733,Incidence
36,Australia,1,Head and neck,2014,2908,21968686.0,1.157202591,Incidence
36,Australia,1,Head and neck,2015,3077,22269297.0,1.204232641,Incidence
36,Australia,1,Head and neck,2016,3033,22600580.0,1.157291018,Incidence
36,Australia,1,Head and neck,2017,2959,22959374.0,1.11914726,Incidence
528,The Netherlands,1,Head and neck,2000,1334,14960643.0,0.8239321285,Incidence
528,The Netherlands,1,Head and neck,2001,1322,15066526.0,0.8010876685,Incidence
528,The Netherlands,1,Head and neck,2002,1307,15155974.0,0.7612052675,Incidence
528,The Netherlands,1,Head and neck,2003,1377,15218775.0,0.7905228573,Incidence
528,The Netherlands,1,Head and neck,2004,1399,15258035.0,0.795201123,Incidence
528,The Netherlands,1,Head and neck,2005,1450,15275650.0,0.8180672516,Incidence
528,The Netherlands,1,Head and neck,2006,1427,15280520.0,0.8056298547,Incidence
528,The Netherlands,1,Head and neck,2007,1459,15293572.0,0.8057278028,Incidence
528,The Netherlands,1,Head and neck,2008,1590,15335145.0,0.8598892461,Incidence
528,The Netherlands,1,Head and neck,2009,1633,15398198.0,0.858816623,Incidence
528,The Netherlands,1,Head and neck,2010,1643,15460043.0,0.8672203334,Incidence
528,The Netherlands,1,Head and neck,2011,1694,15513352.0,0.8614416211,Incidence
528,The Netherlands,1,Head and neck,2012,1676,15551200.0,0.8493338795,Incidence
528,The Netherlands,1,Head and neck,2013,1723,15574789.0,0.8764442253,Incidence
528,The Netherlands,1,Head and neck,2014,1748,15574808.0,0.8875536942,Incidence
528,The Netherlands,1,Head and neck,2015,1774,15646627.0,0.8720722998,Incidence
528,The Netherlands,1,Head and neck,2016,1780,15707699.0,0.862748159,Incidence
528,The Netherlands,1,Head and neck,2017,1722,15779382.0,0.8243215242,Incidence
250,France (metropolitan),1,Head and neck,2000,1258,6174660.0,1.765268817,Incidence
250,France (metropolitan),1,Head and neck,2001,1273,6218607.0,1.733670325,Incidence
250,France (metropolitan),1,Head and neck,2002,1255,6263548.0,1.678796817,Incidence
250,France (metropolitan),1,Head and neck,2003,1274,6308555.0,1.700090887,Incidence
250,France (metropolitan),1,Head and neck,2004,1206,6354741.0,1.596013153,Incidence
250,France (metropolitan),1,Head and neck,2005,1285,6399342.0,1.680300325,Incidence
250,France (metropolitan),1,Head and neck,2006,1178,6439968.0,1.49531859,Incidence
250,France (metropolitan),1,Head and neck,2007,1289,6476687.0,1.619709355,Incidence
250,France (metropolitan),1,Head and neck,2008,1296,6511138.0,1.613848197,Incidence
250,France (metropolitan),1,Head and neck,2009,1240,6546958.0,1.515928664,Incidence
250,France (metropolitan),1,Head and neck,2010,1248,6586767.0,1.498758016,Incidence
250,France (metropolitan),1,Head and neck,2011,1255,6630300.0,1.504581973,Incidence
250,France (metropolitan),1,Head and neck,2012,1372,6675343.0,1.613092154,Incidence
250,France (metropolitan),1,Head and neck,2013,1240,6719075.0,1.437796199,Incidence
250,France (metropolitan),1,Head and neck,2014,1260,6758326.0,1.429606551,Incidence
250,France (metropolitan),1,Head and neck,2015,1271,6791925.0,1.449483704,Incidence
250,France (metropolitan),1,Head and neck,2016,1237,6822304.0,1.37991924,Incidence
250,France (metropolitan),1,Head and neck,2017,1279,6854596.0,1.405939115,Incidence
48,Bahrain,1,Head and neck,2000,10,393594.0,0.5486350173,Incidence
48,Bahrain,1,Head and neck,2001,8,403186.0,0.2348541632,Incidence
48,Bahrain,1,Head and neck,2002,9,413041.0,0.6623188662,Incidence
48,Bahrain,1,Head and neck,2003,15,419342.0,0.9350563193,Incidence
48,Bahrain,1,Head and neck,2004,6,433042.0,0.2707218125,Incidence
48,Bahrain,1,Head and neck,2005,11,443173.0,0.5653815066,Incidence
48,Bahrain,1,Head and neck,2006,8,453569.0,0.3769405877,Incidence
48,Bahrain,1,Head and neck,2007,9,517800.0,0.3197061762,Incidence
48,Bahrain,1,Head and neck,2008,4,528386.0,0.05732309288,Incidence
48,Bahrain,1,Head and neck,2009,16,550379.0,0.5300371637,Incidence
48,Bahrain,1,Head and neck,2010,10,560165.0,0.3146203119,Incidence
48,Bahrain,1,Head and neck,2011,13,576166.0,0.4016811769,Incidence
48,Bahrain,1,Head and neck,2012,17,590891.0,0.486985499,Incidence
48,Bahrain,1,Head and neck,2013,23,605827.0,0.6467499832,Incidence
48,Bahrain,1,Head and neck,2014,14,621422.0,0.2933609681,Incidence
48,Bahrain,1,Head and neck,2015,13,637907.0,0.3960910159,Incidence
48,Bahrain,1,Head and neck,2016,16,654220.0,0.2618074343,Incidence
48,Bahrain,1,Head and neck,2017,17,666737.0,0.4460988772,Incidence
410,South Korea,1,Head and neck,2000,1714,46450500.0,0.4865996821,Incidence
410,South Korea,1,Head and neck,2001,1675,46751188.0,0.4382587213,Incidence
410,South Korea,1,Head and neck,2002,1754,46949739.0,0.4462009857,Incidence
410,South Korea,1,Head and neck,2003,1849,47070485.0,0.4609732884,Incidence
410,South Korea,1,Head and neck,2004,1920,47176555.0,0.4561721262,Incidence
410,South Korea,1,Head and neck,2005,1932,47297794.0,0.4342915742,Incidence
410,South Korea,1,Head and neck,2006,2021,47424810.0,0.4538436785,Incidence
410,South Korea,1,Head and neck,2007,2115,47580081.0,0.4589133836,Incidence
410,South Korea,1,Head and neck,2008,2279,47752161.0,0.474090158,Incidence
410,South Korea,1,Head and neck,2009,2240,47886657.0,0.4525201968,Incidence
410,South Korea,1,Head and neck,2010,2376,47972948.0,0.4711573514,Incidence
410,South Korea,1,Head and neck,2011,2489,48062306.0,0.4750946372,Incidence
410,South Korea,1,Head and neck,2012,2475,48154896.0,0.4531100388,Incidence
410,South Korea,1,Head and neck,2013,2651,48220936.0,0.4748960501,Incidence
410,South Korea,1,Head and neck,2014,2727,48260086.0,0.4833184776,Incidence
410,South Korea,1,Head and neck,2015,2778,48286028.0,0.4749648105,Incidence
410,South Korea,1,Head and neck,2016,2954,48283163.0,0.4920407227,Incidence
410,South Korea,1,Head and neck,2017,3005,48192375.0,0.4918118744,Incidence
124,Canada,1,Head and neck,2000,1744,21102958.0,0.8409067065,Incidence
124,Canada,1,Head and neck,2001,1786,21360919.0,0.8365966988,Incidence
124,Canada,1,Head and neck,2002,1730,21561943.0,0.7923422315,Incidence
124,Canada,1,Head and neck,2003,1718,21751801.0,0.7602677042,Incidence
124,Canada,1,Head and neck,2004,1758,21958981.0,0.7503746068,Incidence
124,Canada,1,Head and neck,2005,1905,22177842.0,0.8116015575,Incidence
124,Canada,1,Head and neck,2006,1852,22412562.0,0.7693961724,Incidence
124,Canada,1,Head and neck,2007,2026,22670675.0,0.8061601305,Incidence
124,Canada,1,Head and neck,2008,2038,22924079.0,0.7802801078,Incidence
124,Canada,1,Head and neck,2009,2194,23181219.0,0.8265704256,Incidence
124,Canada,1,Head and neck,2010,2193,23455209.0,0.7950149764,Incidence
124,Canada,1,Head and neck,2011,2395,23680955.0,0.857029078,Incidence
124,Canada,1,Head and neck,2012,2318,23953543.0,0.8150205457,Incidence
124,Canada,1,Head and neck,2013,2704,24249883.0,0.923305699,Incidence
124,Canada,1,Head and neck,2014,2748,24542445.0,0.9135112541,Incidence
124,Canada,1,Head and neck,2015,2727,24744650.0,0.8905223737,Incidence
124,Canada,1,Head and neck,2016,2810,25052371.0,0.894386672,Incidence
124,Canada,1,Head and neck,2017,3106,25354939.0,0.9668370419,Incidence
40,Austria,1,Head and neck,2000,839,7443863.0,0.9520851168,Incidence
40,Austria,1,Head and neck,2001,763,7457829.0,0.8535046151,Incidence
40,Austria,1,Head and neck,2002,811,7484190.0,0.8828314502,Incidence
40,Austria,1,Head and neck,2003,768,7511780.0,0.8434346081,Incidence
40,Austria,1,Head and neck,2004,822,7550872.0,0.8859283651,Incidence
40,Austria,1,Head and neck,2005,864,7593943.0,0.9259286198,Incidence
40,Austria,1,Head and neck,2006,900,7624033.0,0.9560839865,Incidence
40,Austria,1,Head and neck,2007,869,7640983.0,0.8962088118,Incidence
40,Austria,1,Head and neck,2008,935,7659924.0,0.9680327878,Incidence
40,Austria,1,Head and neck,2009,908,7674935.0,0.9211884598,Incidence
40,Austria,1,Head and neck,2010,901,7689487.0,0.9060066649,Incidence
40,Austria,1,Head and neck,2011,849,7712199.0,0.8479435848,Incidence
40,Austria,1,Head and neck,2012,938,7745843.0,0.9277548934,Incidence
40,Austria,1,Head and neck,2013,912,7790616.0,0.8930241394,Incidence
40,Austria,1,Head and neck,2014,1055,7831835.0,1.016602257,Incidence
40,Austria,1,Head and neck,2015,1052,7877514.0,1.020538856,Incidence
40,Austria,1,Head and neck,2016,974,7953847.0,0.9469361158,Incidence
40,Austria,1,Head and neck,2017,970,7984938.0,0.9235878138,Incidence
840,USA,1,Head and neck,2000,2140,25275957.0,0.9097603646,Incidence
840,USA,1,Head and neck,2001,2093,25483579.0,0.8860989875,Incidence
840,USA,1,Head and neck,2002,2266,25610739.0,0.9177763095,Incidence
840,USA,1,Head and neck,2003,2170,25723890.0,0.8724983113,Incidence
840,USA,1,Head and neck,2004,2306,25869213.0,0.9114912968,Incidence
840,USA,1,Head and neck,2005,2326,26053773.0,0.8891839557,Incidence
840,USA,1,Head and neck,2006,2406,26327443.0,0.8864839065,Incidence
840,USA,1,Head and neck,2007,2440,26573529.0,0.89641063,Incidence
840,USA,1,Head and neck,2008,2570,26848284.0,0.9185424407,Incidence
840,USA,1,Head and neck,2009,2651,27118912.0,0.9243239728,Incidence
840,USA,1,Head and neck,2010,2724,27339427.0,0.9089893957,Incidence
840,USA,1,Head and neck,2011,2824,27583976.0,0.9333654939,Incidence
840,USA,1,Head and neck,2012,2803,27833908.0,0.8949347347,Incidence
840,USA,1,Head and neck,2013,3002,28053688.0,0.944333131,Incidence
840,USA,1,Head and neck,2014,3062,28274617.0,0.9494149086,Incidence
840,USA,1,Head and neck,2015,3171,28501052.0,0.9647798801,Incidence
840,USA,1,Head and neck,2016,3254,28740162.0,0.9732116403,Incidence
840,USA,1,Head and neck,2017,3299,28921472.0,0.9646714784,Incidence
152,Chile,1,Head and neck,2000,4,351885.0,0.1551972673,Incidence
152,Chile,1,Head and neck,2001,1,353457.0,0.0417101141,Incidence
152,Chile,1,Head and neck,2002,7,355024.0,0.2218567274,Incidence
152,Chile,1,Head and neck,2003,5,356627.0,0.2095274873,Incidence
152,Chile,1,Head and neck,2004,8,358193.0,0.2683688008,Incidence
152,Chile,1,Head and neck,2005,4,359783.0,0.1644651252,Incidence
152,Chile,1,Head and neck,2006,6,360884.0,0.1504331174,Incidence
152,Chile,1,Head and neck,2007,8,361942.0,0.247565815,Incidence
152,Chile,1,Head and neck,2008,5,362495.0,0.1116976664,Incidence
152,Chile,1,Head and neck,2009,4,363476.0,0.1437110033,Incidence
152,Chile,1,Head and neck,2010,5,364487.0,0.1366890538,Incidence
152,Chile,1,Head and neck,2011,4,365002.0,0.1196392717,Incidence
152,Chile,1,Head and neck,2012,4,365532.0,0.09814488876,Incidence
152,Chile,1,Head and neck,2013,4,370601.0,0.1387554559,Incidence
152,Chile,1,Head and neck,2014,4,372255.0,0.1168244917,Incidence
152,Chile,1,Head and neck,2015,5,373826.0,0.1011891971,Incidence
152,Chile,1,Head and neck,2016,9,375537.0,0.2108939002,Incidence
152,Chile,1,Head and neck,2017,9,377209.0,0.2441219833,Incidence
156,China,1,Head and neck,2002,787,8496241.0,0.7771295503,Incidence
156,China,1,Head and neck,2003,734,8445865.0,0.6782169838,Incidence
156,China,1,Head and neck,2004,892,8460962.0,0.8082149467,Incidence
156,China,1,Head and neck,2005,797,8461762.0,0.7109171448,Incidence
156,China,1,Head and neck,2006,783,8468729.0,0.7062325445,Incidence
156,China,1,Head and neck,2007,796,8478910.0,0.6779915604,Incidence
156,China,1,Head and neck,2008,812,8414607.0,0.6660013811,Incidence
156,China,1,Head and neck,2009,854,8402096.0,0.7080622507,Incidence
156,China,1,Head and neck,2010,916,8372502.0,0.7344292809,Incidence
156,China,1,Head and neck,2011,908,8368397.0,0.7198823514,Incidence
156,China,1,Head and neck,2012,919,8388154.0,0.7204603968,Incidence
156,China,1,Head and neck,2013,901,8377972.0,0.6991548713,Incidence
156,China,1,Head and neck,2014,939,8358586.0,0.7159828348,Incidence
156,China,1,Head and neck,2015,981,8351304.0,0.7532518552,Incidence
156,China,1,Head and neck,2016,970,8346867.0,0.7259896635,Incidence
156,China,1,Head and neck,2017,1002,8406328.0,0.7595628933,Incidence
170,Colombia,1,Head and neck,2003,110,3612272.0,0.4393336169,Incidence
170,Colombia,1,Head and neck,2004,111,3667375.0,0.474846202,Incidence
170,Colombia,1,Head and neck,2005,117,3711707.0,0.441759628,Incidence
170,Colombia,1,Head and neck,2006,123,3778094.0,0.4685387404,Incidence
170,Colombia,1,Head and neck,2007,117,3834464.0,0.4687230715,Incidence
170,Colombia,1,Head and neck,2008,118,3923129.0,0.4229818249,Incidence
170,Colombia,1,Head and neck,2009,122,3958487.0,0.4228039022,Incidence
170,Colombia,1,Head and neck,2010,115,3999161.0,0.3569447508,Incidence
170,Colombia,1,Head and neck,2011,123,4036744.0,0.3750611255,Incidence
170,Colombia,1,Head and neck,2012,114,4083529.0,0.3523009428,Incidence
170,Colombia,1,Head and neck,2013,131,4086772.0,0.3549864808,Incidence
170,Colombia,1,Head and neck,2014,155,4128569.0,0.4349441891,Incidence
170,Colombia,1,Head and neck,2015,151,4171012.0,0.4625511749,Incidence
170,Colombia,1,Head and neck,2016,153,4215604.0,0.4332374719,Incidence
170,Colombia,1,Head and neck,2017,161,4262293.0,0.4107562451,Incidence
188,Costa Rica,1,Head and neck,2000,87,3844981.0,0.377124423,Incidence
188,Costa Rica,1,Head and neck,2001,84,3924472.0,0.3728821902,Incidence
188,Costa Rica,1,Head and neck,2002,83,4001801.0,0.3190845935,Incidence
188,Costa Rica,1,Head and neck,2003,95,4043854.0,0.3288959235,Incidence
188,Costa Rica,1,Head and neck,2004,102,4103561.0,0.3909760646,Incidence
188,Costa Rica,1,Head and neck,2005,117,4162567.0,0.3980917897,Incidence
188,Costa Rica,1,Head and neck,2006,109,4220593.0,0.4120866439,Incidence
188,Costa Rica,1,Head and neck,2007,116,4279034.0,0.4025472022,Incidence
188,Costa Rica,1,Head and neck,2008,97,4336997.0,0.3244231028,Incidence
188,Costa Rica,1,Head and neck,2009,94,4391064.0,0.2958029378,Incidence
188,Costa Rica,1,Head and neck,2010,95,4440963.0,0.2925643363,Incidence
188,Costa Rica,1,Head and neck,2011,123,4488265.0,0.3731570404,Incidence
188,Costa Rica,1,Head and neck,2012,98,4534903.0,0.2896590987,Incidence
188,Costa Rica,1,Head and neck,2013,117,4579849.0,0.2958514984,Incidence
188,Costa Rica,1,Head and neck,2014,129,4635332.0,0.3333275736,Incidence
188,Costa Rica,1,Head and neck,2015,121,4689826.0,0.3123617124,Incidence
188,Costa Rica,1,Head and neck,2016,126,4743230.0,0.3210638529,Incidence
196,Cyprus,1,Head and neck,2000,17,664352.0,0.2517331941,Incidence
196,Cyprus,1,Head and neck,2001,24,670700.0,0.3408571589,Incidence
196,Cyprus,1,Head and neck,2002,27,678206.0,0.4071423018,Incidence
196,Cyprus,1,Head and neck,2003,26,686668.0,0.3637640098,Incidence
196,Cyprus,1,Head and neck,2004,23,696081.0,0.347538609,Incidence
196,Cyprus,1,Head and neck,2005,25,706307.0,0.3702049383,Incidence
196,Cyprus,1,Head and neck,2006,18,718385.0,0.2511421334,Incidence
196,Cyprus,1,Head and neck,2007,28,735753.0,0.3214774523,Incidence
196,Cyprus,1,Head and neck,2008,37,755119.0,0.4533095054,Incidence
196,Cyprus,1,Head and neck,2009,34,776027.0,0.4065325619,Incidence
196,Cyprus,1,Head and neck,2010,30,795166.0,0.3536428948,Incidence
196,Cyprus,1,Head and neck,2011,29,816065.0,0.3376516164,Incidence
196,Cyprus,1,Head and neck,2012,32,818468.0,0.3436936,Incidence
196,Cyprus,1,Head and neck,2013,35,812261.0,0.3451614376,Incidence
196,Cyprus,1,Head and neck,2014,41,801412.0,0.4318822333,Incidence
196,Cyprus,1,Head and neck,2015,45,790232.0,0.4986494151,Incidence
196,Cyprus,1,Head and neck,2016,47,794595.0,0.5019675165,Incidence
196,Cyprus,1,Head and neck,2017,47,806861.0,0.488301366,Incidence
191,Croatia,1,Head and neck,2000,759,4162808.0,1.673420798,Incidence
191,Croatia,1,Head and neck,2001,627,4180970.0,1.187509559,Incidence
191,Croatia,1,Head and neck,2002,610,4171755.0,1.166145228,Incidence
191,Croatia,1,Head and neck,2003,686,4162645.0,1.28622106,Incidence
191,Croatia,1,Head and neck,2004,683,4151410.0,1.281001539,Incidence
191,Croatia,1,Head and neck,2005,567,4141985.0,1.063323238,Incidence
191,Croatia,1,Head and neck,2006,585,4127249.0,1.091833391,Incidence
191,Croatia,1,Head and neck,2007,620,4111840.0,1.160174062,Incidence
191,Croatia,1,Head and neck,2008,566,4100571.0,1.053983575,Incidence
191,Croatia,1,Head and neck,2009,587,4084591.0,1.086317328,Incidence
191,Croatia,1,Head and neck,2010,579,4064323.0,1.049382657,Incidence
191,Croatia,1,Head and neck,2011,540,3934116.0,0.9893741775,Incidence
191,Croatia,1,Head and neck,2012,535,3912729.0,0.9949318767,Incidence
191,Croatia,1,Head and neck,2013,550,3902573.0,1.033805408,Incidence
191,Croatia,1,Head and neck,2014,523,3879581.0,0.9817219041,Incidence
191,Croatia,1,Head and neck,2015,532,3851218.0,0.9980760516,Incidence
191,Croatia,1,Head and neck,2016,522,3812603.0,0.979466431,Incidence
191,Croatia,1,Head and neck,2017,504,3772878.0,0.9482198113,Incidence
203,Czechia,1,Head and neck,2000,942,9704517.0,0.7960516327,Incidence
203,Czechia,1,Head and neck,2001,1011,9648214.0,0.8465376593,Incidence
203,Czechia,1,Head and neck,2002,904,9609090.0,0.7436594647,Incidence
203,Czechia,1,Head and neck,2003,1011,9595908.0,0.8340356071,Incidence
203,Czechia,1,Head and neck,2004,1022,9586641.0,0.8378207737,Incidence
203,Czechia,1,Head and neck,2005,1099,9597825.0,0.8846765786,Incidence
203,Czechia,1,Head and neck,2006,1108,9614112.0,0.9039777405,Incidence
203,Czechia,1,Head and neck,2007,1148,9654948.0,0.9346492852,Incidence
203,Czechia,1,Head and neck,2008,1160,9747786.0,0.9196962386,Incidence
203,Czechia,1,Head and neck,2009,1208,9800710.0,0.9449777242,Incidence
203,Czechia,1,Head and neck,2010,1179,9820619.0,0.9288843151,Incidence
203,Czechia,1,Head and neck,2011,1260,9795762.0,0.9773318804,Incidence
203,Czechia,1,Head and neck,2012,1341,9803475.0,1.03365634,Incidence
203,Czechia,1,Head and neck,2013,1355,9798905.0,1.04027543,Incidence
203,Czechia,1,Head and neck,2014,1346,9803339.0,1.017631557,Incidence
203,Czechia,1,Head and neck,2015,1401,9807449.0,1.05574502,Incidence
203,Czechia,1,Head and neck,2016,1401,9810763.0,1.049700332,Incidence
203,Czechia,1,Head and neck,2017,1478,9814228.0,1.106953802,Incidence
208,Denmark,1,Head and neck,2000,567,4952917.0,0.9798830281,Incidence
208,Denmark,1,Head and neck,2001,540,4970429.0,0.9225783297,Incidence
208,Denmark,1,Head and neck,2002,545,4989021.0,0.9117635044,Incidence
208,Denmark,1,Head and neck,2003,587,5004962.0,0.9865052741,Incidence
208,Denmark,1,Head and neck,2004,555,5021612.0,0.9001364089,Incidence
208,Denmark,1,Head and neck,2005,571,5035917.0,0.9305701046,Incidence
208,Denmark,1,Head and neck,2006,670,5053167.0,1.053177203,Incidence
208,Denmark,1,Head and neck,2007,661,5075252.0,1.035497699,Incidence
208,Denmark,1,Head and neck,2008,718,5105792.0,1.111513319,Incidence
208,Denmark,1,Head and neck,2009,728,5134075.0,1.107908767,Incidence
208,Denmark,1,Head and neck,2010,737,5154179.0,1.127609716,Incidence
208,Denmark,1,Head and neck,2011,784,5172133.0,1.170980794,Incidence
208,Denmark,1,Head and neck,2012,823,5185067.0,1.216820239,Incidence
208,Denmark,1,Head and neck,2013,847,5198893.0,1.251511323,Incidence
208,Denmark,1,Head and neck,2014,813,5218680.0,1.172243698,Incidence
208,Denmark,1,Head and neck,2015,807,5246415.0,1.16729424,Incidence
208,Denmark,1,Head and neck,2016,875,5280568.0,1.245944159,Incidence
208,Denmark,1,Head and neck,2017,808,5301770.0,1.150401293,Incidence
208,Denmark,1,Head and neck,2018,832,5312691.0,1.181816701,Incidence
208,Denmark,1,Head and neck,2019,783,5314282.0,1.120715224,Incidence
208,Denmark,1,Head and neck,2020,857,5298746.0,1.221926756,Incidence
208,Denmark,1,Head and neck,2021,926,5294876.0,1.323111827,Incidence
208,Denmark,1,Head and neck,2022,870,5330693.0,1.238898561,Incidence
218,Ecuador,1,Head and neck,2000,6,1383771.0,0.09059462466,Incidence
218,Ecuador,1,Head and neck,2001,19,1404672.0,0.2648284781,Incidence
218,Ecuador,1,Head and neck,2002,13,1425573.0,0.1734783003,Incidence
218,Ecuador,1,Head and neck,2003,15,1439826.0,0.1803044321,Incidence
218,Ecuador,1,Head and neck,2004,27,1460550.0,0.3259390108,Incidence
218,Ecuador,1,Head and neck,2005,17,1479051.0,0.2169698945,Incidence
218,Ecuador,1,Head and neck,2006,17,1498463.0,0.1789330721,Incidence
218,Ecuador,1,Head and neck,2007,17,1528111.0,0.1553424087,Incidence
218,Ecuador,1,Head and neck,2008,24,1532394.0,0.2668368879,Incidence
218,Ecuador,1,Head and neck,2009,21,1554873.0,0.1939296247,Incidence
