country_name,year,rate,air_pollution,alcohol_use,gdp_per_capita,uhc_index,obesity_rate,tobacco_use
Austria,2004,0.0003457930501077,18.4343485142981,12.2,36614.2506533707,80.08333333333333,14.2,37.76923076923077
Austria,2005,0.0003350680441227,18.2027920961277,12.3,38157.37022862,77.0,14.5,44.4
Austria,2006,0.000339075189216,17.8024706211736,12.4,40382.2078298575,80.08333333333333,14.7,37.76923076923077
Austria,2007,0.000361114487229,17.2316229771279,12.3,46622.9622913635,80.08333333333333,14.9,41.3
Austria,2008,0.0003745502090123,16.6393158749523,12.1,51581.3982361071,80.08333333333333,15.1,37.76923076923077
Austria,2009,0.0003846859289542,16.1746160256084,11.9,47857.4446635266,80.08333333333333,15.2,37.76923076923077
Austria,2010,0.0003846784383609,15.9865901400578,11.9,46611.1393420232,81.0,15.4,37.2
Austria,2011,0.0003939966484356,16.3676317593698,12.0,51116.8953522042,80.08333333333333,15.5,37.76923076923077
Austria,2012,0.0004207502347936,14.7199011900978,12.0,48250.4059142637,80.08333333333333,15.5,37.76923076923077
Austria,2013,0.0004148573743623,14.6599487004805,12.2,50305.3545774973,80.08333333333333,15.6,37.76923076923077
Austria,2014,0.0004392538165478,12.9541454673827,12.0,51314.9722616322,80.08333333333333,15.7,37.76923076923077
Austria,2015,0.000422798195089,13.5999635409,11.9,43915.228020857,84.0,15.8,31.5
Austria,2016,0.0004353645286632,12.5143795701306,11.6,45061.4993920192,80.08333333333333,15.9,37.76923076923077
Austria,2017,0.0004145038027364,12.1557592255042,11.6,47163.7425775142,84.0,16.1,37.76923076923077
Belarus,2000,0.0003711798674067,27.8003375928239,11.8,1276.28038121269,53.0,20.3,42.8
Belarus,2001,0.0003818647875294,26.825169286119,11.8,1244.37318523431,67.2,20.7,38.06
Belarus,2002,0.0003638780364894,25.3708864392258,11.2,1479.38066337175,67.2,21.0,38.06
Belarus,2003,0.0003729724611726,23.8005944482748,11.7,1819.52653114699,67.2,21.3,38.06
Belarus,2004,0.0003638780364894,22.4773987093966,11.5,2378.33700470129,67.2,21.7,38.06
Belarus,2005,0.0003431629580444,21.764404618722,12.0,3126.07176665248,59.0,22.0,39.5
Belarus,2006,0.0003430619088813,21.555661490259,12.6,3848.22350300163,67.2,22.3,38.06
Belarus,2007,0.0003485185636912,21.449293067481,13.8,4735.48107556066,67.2,22.6,38.2
Belarus,2008,0.0003555920051114,21.364516390716,14.2,6376.17569162063,67.2,23.0,38.06
Belarus,2009,0.0003510447927698,21.220548500292,14.4,5352.48809190697,67.2,23.3,38.06
Belarus,2010,0.0003689078693186,20.9366064365372,14.3,6034.67885177216,70.0,23.6,36.4
Belarus,2011,0.0003447797446548,18.6953550823705,14.2,6527.6593428786,67.2,23.8,38.06
Belarus,2012,0.0003335632875455,18.0675396231787,13.5,6953.21591683101,67.2,24.1,38.06
Belarus,2013,0.000329723419346,18.9735248940446,12.5,7998.0802045456,67.2,24.4,38.06
Belarus,2014,0.0003610486599213,19.3974713758219,11.2,8341.29014337961,67.2,24.7,38.06
Belarus,2015,0.0003682243042679,17.6059281150121,10.3,5967.06856034227,76.0,24.9,33.4
Belarus,2016,0.0003586234800058,15.8319434819688,9.8,5039.77560949445,67.2,25.2,38.06
Belarus,2017,0.0003804500992454,15.7775132293532,9.9,5785.53397723676,78.0,25.5,38.06
Canada,2000,0.0002914287645535,9.79565640755295,7.7,24271.0020563821,74.0,20.9,28.7
Canada,2001,0.000256397732963,9.76086476457905,7.7,23822.096210932,84.5,21.5,19.638461538461534
Canada,2002,0.0002563399922282,9.72810868247048,7.7,24256.0192337185,84.5,22.0,19.638461538461534
Canada,2003,0.0002559646774519,9.69060887185911,7.8,28301.8645937428,84.5,22.6,19.638461538461534
Canada,2004,0.00026133456579,9.64158604337681,7.8,32145.5412620217,84.5,23.1,19.638461538461534
Canada,2005,0.0002695337501343,9.57426090765544,8.0,36383.6600068095,79.0,23.5,23.5
Canada,2006,0.0002733157682649,9.40182085213359,8.1,40504.0370977806,84.5,24.0,19.638461538461534
Canada,2007,0.0002750479903095,9.08026235211045,8.2,44660.0838892281,84.5,24.4,21.6
Canada,2008,0.0002751634717791,8.66701975000882,8.3,46710.2526864484,84.5,24.7,19.638461538461534
Canada,2009,0.0002828718598774,8.21952738825148,8.4,40874.8831932903,84.5,25.0,19.638461538461534
Canada,2010,0.0002870441874332,7.79521960926122,8.3,47560.6666009406,83.0,25.3,19.3
Canada,2011,0.0002858166373532,7.37287638245787,8.3,52223.8588398531,84.5,25.5,19.638461538461534
Canada,2012,0.0002971049510103,7.58558915249491,8.3,52670.3447335415,84.5,25.7,19.638461538461534
Canada,2013,0.0003144271714559,7.26096632331949,8.2,52638.1187235237,84.5,25.9,19.638461538461534
Canada,2014,0.0003239543927011,7.38092988336422,8.1,50960.8431174661,84.5,26.0,19.638461538461534
Canada,2015,0.0003121280832828,7.11576183142395,8.1,43594.1941045394,90.0,26.2,15.8
Canada,2016,0.0003254556518063,6.40675155079521,8.1,42314.0615817218,84.5,26.4,19.638461538461534
Canada,2017,0.0003302192624289,7.04492025305158,8.1,45129.628116623,90.0,26.5,19.638461538461534
China,2002,2.266306047944118e-06,50.9679256961335,2.5,1148.51425710711,69.5,2.4,25.299999999999997
China,2003,2.3202830828806693e-06,51.2610436241453,2.4,1288.63749134336,69.5,2.6,25.299999999999997
China,2004,2.3771777953813583e-06,51.4496229654785,2.4,1508.66791560781,69.5,2.7,25.299999999999997
China,2005,2.4063545710227373e-06,51.4758839441727,2.6,1753.41419160544,57.0,2.9,26.0
China,2006,2.308612372624118e-06,50.9696705667541,2.9,2099.2194300499,69.5,3.1,25.299999999999997
China,2007,2.329036115573083e-06,49.8862602874654,3.3,2693.95873160283,69.5,3.3,25.6
China,2008,2.550779610447564e-06,48.6560235019206,3.7,3468.32706307504,69.5,3.6,25.299999999999997
China,2009,2.54202657775515e-06,47.7093306057335,4.2,3832.2274569094,69.5,3.8,25.299999999999997
China,2010,2.6479920319442366e-06,47.4765519945183,4.8,4550.47394356715,66.0,4.0,25.2
China,2011,2.7681465889758377e-06,51.34994369566,5.4,5614.38602225277,69.5,4.3,25.299999999999997
China,2012,3.156197705006179e-06,48.1207251131123,5.9,6300.58217951734,69.5,4.6,25.299999999999997
China,2013,3.396176684656522e-06,58.4662215596184,6.1,7020.3860742288,69.5,4.9,25.299999999999997
China,2014,3.8119457375461737e-06,54.5688342973092,6.2,7636.07434020616,69.5,5.2,25.299999999999997
China,2015,4.164408171215162e-06,50.832537964484,6.3,8016.44559489998,76.0,5.5,24.4
China,2016,4.181031949409618e-06,46.8324682508133,6.2,8094.39016735149,69.5,5.9,25.299999999999997
China,2017,4.681413651659269e-06,45.8369336166997,5.5,8817.04560829162,79.0,6.2,25.299999999999997
Croatia,2000,0.0005791004112624,22.6073432457522,13.2,4953.65158789022,71.0,17.4,34.8
Croatia,2001,0.0006006426258502,22.9227100117706,13.2,5364.83824691607,76.5,18.0,35.59166666666667
Croatia,2002,0.0005850056815326,23.4705060596986,13.1,6219.58164143945,76.5,18.7,35.59166666666667
Croatia,2003,0.0005466031859288,24.0769485978838,12.7,8190.11135193887,76.5,19.4,35.59166666666667
Croatia,2004,0.0005318860618651,24.5682548346735,11.8,9718.97322801967,76.5,20.1,35.59166666666667
Croatia,2005,0.0005776471195007,24.7706419784151,11.3,10443.5278353294,74.0,20.8,35.1
Croatia,2006,0.0005500525118812,24.4359067796249,11.0,11502.753124287,76.5,21.6,35.59166666666667
Croatia,2007,0.0005208482188173,23.6376920748174,11.3,13757.605654192,76.5,22.4,35.3
Croatia,2008,0.0004817558580231,22.6849842013375,11.3,15889.4347074759,76.5,23.2,35.59166666666667
Croatia,2009,0.0005424639947859,21.88676949653,11.3,14475.9632928725,76.5,24.1,35.59166666666667
Croatia,2010,0.0004809230793177,21.5520342977398,11.3,13731.2865213989,77.0,24.9,35.5
Croatia,2011,0.0005397045340239,23.6135683044921,11.2,14694.9993201417,76.5,25.7,35.59166666666667
Croatia,2012,0.0004925637460074,20.9195365864097,11.1,13508.6836989693,76.5,26.5,35.59166666666667
Croatia,2013,0.0005102702858965,20.2640413078795,10.6,14136.3967669505,76.5,27.4,35.59166666666667
Croatia,2014,0.0005512022871987,19.8289409065182,10.3,14187.9694531493,76.5,28.2,35.59166666666667
Croatia,2015,0.0005422092382395,20.1718710437292,10.2,12285.3032582105,78.0,29.1,36.1
Croatia,2016,0.0005325759270556,18.1778313300349,10.2,12821.1738140304,76.5,30.0,35.59166666666667
Croatia,2017,0.0005666092764529,18.7613905967833,10.2,13902.6310485422,79.0,30.9,35.59166666666667
Cyprus,2000,0.0001202231087797,20.3070328790346,8.7,14388.3525390625,51.0,18.3,42.4
Cyprus,2001,0.0001049411028901,20.1814093119104,8.7,14821.44921875,73.18181818181819,18.7,38.425
Cyprus,2002,0.0001118793576266,20.0359615757853,9.0,16093.2158203125,73.18181818181819,19.2,38.425
Cyprus,2003,9.193187525910044e-05,19.8757470128298,9.7,20252.24609375,73.18181818181819,19.6,38.425
Cyprus,2004,0.0001162157668369,19.7058229652141,9.6,23792.619140625,73.18181818181819,20.0,38.425
Cyprus,2005,0.0001118793576266,19.5312467751087,9.8,24959.26171875,67.0,20.4,40.3
Cyprus,2006,0.0001266231489417,19.3234361835894,9.4,26729.28125,73.18181818181819,20.7,38.425
Cyprus,2007,0.0001352959673624,19.077613123502,9.6,31244.87890625,73.18181818181819,21.0,39.7
Cyprus,2008,0.000156110731572,18.8345412246726,9.5,35397.296875,73.18181818181819,21.3,38.425
Cyprus,2009,0.000169119959203,18.6349841169269,9.4,32236.44921875,73.18181818181819,21.5,38.425
Cyprus,2010,0.0001699587318954,18.5197054300908,9.0,31105.02734375,70.0,21.8,38.6
Cyprus,2011,0.0001838637505182,18.4875017910321,9.0,32485.796875,73.18181818181819,22.0,38.425
Cyprus,2012,0.0001777927776237,16.876649443899,8.4,28991.935546875,73.18181818181819,22.2,38.425
Cyprus,2013,0.0002220241515691,16.2406674925642,8.1,27797.45703125,73.18181818181819,22.5,38.425
Cyprus,2014,0.000194271132623,16.1114833623758,7.8,27244.3515625,73.18181818181819,22.7,38.425
Cyprus,2015,0.0002029849740583,16.9122147785325,7.9,23487.228515625,78.0,23.0,37.1
Cyprus,2016,0.0002142186149905,14.4813342529054,7.9,24715.154296875,73.18181818181819,23.3,38.425
Cyprus,2017,0.0002228914334112,15.1071226081124,7.9,26696.990234375,81.0,23.6,38.425
Denmark,2000,0.0004881423720498,15.647778890228,11.5,30722.0251837567,72.0,11.6,37.8
Denmark,2001,0.0004577892819805,15.395412363636,11.5,30768.4775471112,78.28571428571429,11.9,24.41249999999999
Denmark,2002,0.0004890865793581,15.0817525522341,11.5,33257.1622586509,78.28571428571429,12.2,24.41249999999999
Denmark,2003,0.0004668071473266,14.742653395412,11.4,40519.0974905924,78.28571428571429,12.5,24.41249999999999
Denmark,2004,0.000480068714012,14.4139688325594,11.4,46625.050098011,78.28571428571429,12.8,24.41249999999999
Denmark,2005,0.0004890865793581,14.1315528030661,11.2,48925.8076698784,74.0,13.0,31.2
Denmark,2006,0.0004995190118173,13.8645243458452,11.0,52119.1787984282,78.28571428571429,13.2,24.41249999999999
Denmark,2007,0.0005141951456158,13.5854420597073,10.8,58631.6566433635,78.28571428571429,13.4,28.9
Denmark,2008,0.0005090673398308,13.3353192238882,10.5,64616.6657583663,78.28571428571429,13.5,24.41249999999999
Denmark,2009,0.0005168474589529,13.1551691176237,10.3,58412.7472358513,78.28571428571429,13.6,24.41249999999999
Denmark,2010,0.0005496456488007,13.0860050201498,10.2,58104.5445594981,77.0,13.7,25.7
Denmark,2011,0.0005362977567582,13.3556789508458,9.9,61809.737898222,78.28571428571429,13.7,24.41249999999999
Denmark,2012,0.0005387732492061,10.811456086122,9.6,58443.7747103968,78.28571428571429,13.7,24.41249999999999
Denmark,2013,0.0005424864878781,10.3963287855885,9.3,61377.5940590412,78.28571428571429,13.8,24.41249999999999
Denmark,2014,0.0005530957412264,10.8104890765495,9.4,62520.4509747011,78.28571428571429,13.8,24.41249999999999
Denmark,2015,0.0005452820073141,10.2267270069046,9.4,53094.0133607574,80.0,13.8,21.2
Denmark,2016,0.000569186442138,9.23431703209402,9.3,54500.9260410217,78.28571428571429,13.9,24.41249999999999
Denmark,2017,0.0005700705465837,10.0945595167367,9.3,57521.5514992225,81.0,13.9,24.41249999999999
Denmark,2018,0.0005638818154639,10.3539340590391,9.2,61324.7665045565,78.28571428571429,14.0,24.41249999999999
Denmark,2019,0.0005481447563305,9.61197285377196,9.2,59404.2663247723,82.0,14.1,24.41249999999999
Denmark,2020,0.0005403697206882,9.06983927345931,9.3,60985.4885601514,78.28571428571429,14.1,17.5
Denmark,2021,0.0005481447563305,12.400232440260062,10.24761904761905,69727.9873677012,82.0,14.2,16.8
Denmark,2022,0.0005071179262531,12.400232440260062,10.24761904761905,68091.3191138669,78.28571428571429,14.3,16.2
Estonia,2000,0.0004352566475072,11.8151297405178,10.4,4070.60902410208,60.0,18.7,47.6
Estonia,2001,0.0004624990364603,11.3922862404784,10.4,4502.66614992392,71.33333333333333,19.3,37.53846153846154
Estonia,2002,0.0004617542715062,10.8659889979478,11.3,5343.18310760735,71.33333333333333,19.8,37.53846153846154
Estonia,2003,0.000421536963988,10.3301268581838,13.1,7205.40703313243,71.33333333333333,20.4,37.53846153846154
Estonia,2004,0.0004438799126092,9.87858866644381,14.6,8916.0728274602,71.33333333333333,20.9,37.53846153846154
Estonia,2005,0.0004103654896773,9.60526326798543,16.7,10414.6381183565,62.0,21.4,42.1
Estonia,2006,0.0004341979682067,9.49150211652796,17.3,12641.4800976473,71.33333333333333,21.8,37.53846153846154
Estonia,2007,0.0004267503186663,9.42873775517208,17.4,16745.4308011148,71.33333333333333,22.3,40.3
Estonia,2008,0.0003798301265616,9.37598066324752,16.5,18205.9064113446,71.33333333333333,22.7,37.53846153846154
Estonia,2009,0.0003857882461939,9.29224132008397,15.7,14712.4494217916,71.33333333333333,23.0,37.53846153846154
Estonia,2010,0.0004453506667117,9.13653020501115,15.4,14663.7041018705,72.0,23.4,37.3
Estonia,2011,0.0003887673060101,8.27663619619013,16.1,17555.5455239426,71.33333333333333,23.7,37.53846153846154
Estonia,2012,0.000422281728942,7.99013886909247,17.0,17568.2137969714,71.33333333333333,24.0,37.53846153846154
Estonia,2013,0.0004587752116901,8.08122179915709,17.3,19310.3874900757,71.33333333333333,24.3,37.53846153846154
Estonia,2014,0.0004096207247233,8.70767888073313,17.3,20581.7898991695,71.33333333333333,24.6,37.53846153846154
Estonia,2015,0.0004008650165024,7.18496063252666,16.5,17722.1557669523,77.0,24.9,33.3
Estonia,2016,0.0004200474340799,6.87835279660374,15.1,18666.3736521706,71.33333333333333,25.1,37.53846153846154
Estonia,2017,0.0004148340794016,6.15485238171865,13.2,20851.5223496861,78.0,25.4,37.53846153846154
Finland,2000,0.0002739456617767,8.00512199497353,9.0,24335.9225082659,75.0,18.5,38.7
Finland,2001,0.0002580368512062,7.91863988097532,9.0,24965.202996776,83.14285714285714,18.9,28.8125
Finland,2002,0.0002587751540708,7.82803108552653,9.2,26989.389260959,83.14285714285714,19.3,28.8125
Finland,2003,0.0002515767011402,7.73384704624823,9.5,32920.0857192568,83.14285714285714,19.7,28.8125
Finland,2004,0.0002672656370147,7.63663920076146,9.7,37768.1334202029,83.14285714285714,20.0,28.8125
Finland,2005,0.0002702188484734,7.53695898668728,10.0,39049.8703780223,81.0,20.3,34.1
Finland,2006,0.0002611746383811,7.43418344243749,10.2,41214.0187765069,83.14285714285714,20.6,28.8125
Finland,2007,0.0002674502127308,7.3276683346314,10.3,48473.0240091455,83.14285714285714,20.9,32.5
Finland,2008,0.000284984905767,7.21793319320128,10.2,53769.4726240385,83.14285714285714,21.2,28.8125
Finland,2009,0.0002975360544666,7.1054975480794,10.0,47478.3495310999,83.14285714285714,21.4,28.8125
Finland,2010,0.0002994441265414,6.99088092919804,9.8,46506.2919016566,84.0,21.5,30.2
Finland,2011,0.0002956902973049,6.87039455156535,9.6,51060.3242589767,83.14285714285714,21.7,28.8125
Finland,2012,0.0003025195988032,6.23115629479583,9.4,47551.6740841369,83.14285714285714,21.9,28.8125
Finland,2013,0.0003187622618262,5.85285267653954,9.0,49691.0145200739,83.14285714285714,22.0,28.8125
Finland,2014,0.0003248532604598,6.11857316281583,8.8,50073.7760815871,83.14285714285714,22.2,28.8125
Finland,2015,0.0003316019586598,5.62500854589343,8.6,42560.3456767103,86.0,22.3,26.5
Finland,2016,0.0003385118634564,5.27813456745499,8.4,43451.2562442158,83.14285714285714,22.5,28.8125
Finland,2017,0.0003311288348096,5.12673961318144,8.4,46085.0174739036,85.0,22.7,28.8125
Finland,2018,0.0003362969548624,5.49695736300986,8.3,49654.2497035329,83.14285714285714,22.9,28.8125
Finland,2019,0.0003351895005654,5.37867032806067,8.3,48358.1807773701,85.0,23.1,28.8125
Finland,2020,0.0003260711518721,4.89518090216668,8.3,48828.6846862799,83.14285714285714,23.3,23.4
Finland,2021,0.0003215308975688,6.648050935628742,9.238095238095235,53099.1351400148,86.0,23.5,22.8
Finland,2022,0.0003068179459621,6.648050935628742,9.238095238095235,50438.4753952355,83.14285714285714,23.7,22.3
France (metropolitan),2000,3.9120127479455416e-05,16.0892961813444,14.0,22340.5939516217,79.0,13.1,34.7
France (metropolitan),2001,3.748700318444516e-05,15.8802927901306,14.0,22331.7948343036,82.58333333333333,13.3,34.52307692307692
France (metropolitan),2002,3.90102133223931e-05,15.6420884990136,13.8,24144.5727019529,82.58333333333333,13.4,34.52307692307692
France (metropolitan),2003,3.921865260442809e-05,15.3886822893843,13.5,29479.5222101175,82.58333333333333,13.6,34.52307692307692
France (metropolitan),2004,4.2746086608097e-05,15.1340731426338,13.2,33644.9282220364,82.58333333333333,13.7,34.52307692307692
France (metropolitan),2005,4.579250688399289e-05,14.8922600401531,13.0,34696.3718316971,81.0,13.8,34.5
France (metropolitan),2006,4.356380994531117e-05,14.6287316954908,13.0,36431.5658906555,82.58333333333333,13.8,34.52307692307692
France (metropolitan),2007,4.535959452899716e-05,14.3339971201938,12.8,41486.1907828787,82.58333333333333,13.8,34.5
France (metropolitan),2008,4.760432525860466e-05,14.0595857426506,12.7,45464.8181385158,82.58333333333333,13.7,34.52307692307692
France (metropolitan),2009,4.898323127822069e-05,13.8570269912499,12.5,41728.0884164132,82.58333333333333,13.7,34.52307692307692
France (metropolitan),2010,4.986822952907977e-05,13.7778502943804,12.4,40694.8211697025,82.0,13.5,34.4
France (metropolitan),2011,5.28153073094792e-05,13.7974719352463,12.3,43929.7840873812,82.58333333333333,13.4,34.52307692307692
France (metropolitan),2012,5.456299052038789e-05,12.5585885208406,12.1,40863.5814412333,82.58333333333333,13.2,34.52307692307692
France (metropolitan),2013,5.464315947501673e-05,12.4582922718332,12.0,42669.1795111893,82.58333333333333,12.9,34.52307692307692
France (metropolitan),2014,5.550898418500819e-05,10.687674674804,11.9,43148.0459288416,82.58333333333333,12.7,34.52307692307692
France (metropolitan),2015,5.550874192946851e-05,11.3442976642006,11.9,36702.4323733379,84.0,12.5,34.5
France (metropolitan),2016,6.043135799921891e-05,10.508154814077,11.8,37024.2157133669,82.58333333333333,12.3,34.52307692307692
France (metropolitan),2017,6.115287859087846e-05,10.4583123660264,11.6,38687.1626407164,85.0,12.0,34.52307692307692
Germany,2003,3.8525268739426865e-05,17.0534186624295,12.0,30711.1022511331,85.5,21.9,29.119999999999997
Germany,2004,4.0941487684756775e-05,16.7455957407135,11.8,34566.7359143735,85.5,22.3,29.119999999999997
Germany,2005,4.051437827522876e-05,16.5542983749923,11.8,35084.4363546269,83.0,22.7,32.1
Germany,2006,4.090487830679723e-05,16.4673340240739,11.7,36980.3349948954,85.5,23.0,29.119999999999997
Germany,2007,4.157605023605554e-05,16.4178840311706,11.6,42350.9217211489,85.5,23.3,30.6
Germany,2008,4.2210612787354304e-05,16.3766553966518,11.4,46386.3295924799,85.5,23.5,29.119999999999997
Germany,2009,4.128317521237918e-05,16.3143551208868,11.3,42487.2137101496,85.5,23.7,29.119999999999997
Germany,2010,4.271744427211824e-05,16.201690204245,11.2,42409.9356994694,85.0,23.8,28.5
Germany,2011,4.1795706503812805e-05,15.7161711583543,11.2,47646.582043143,85.5,23.9,29.119999999999997
Germany,2012,4.182011275578583e-05,13.9078592571706,11.2,44735.5882319701,85.5,23.9,29.119999999999997
Germany,2013,4.2381456551165505e-05,13.6633968189434,11.1,47220.0102098851,85.5,23.9,29.119999999999997
Germany,2014,4.254009718899019e-05,12.2822480920893,11.1,48971.0824722599,85.5,23.9,29.119999999999997
Germany,2015,4.2084369877211845e-05,12.8253525089793,11.0,41911.0109851054,88.0,23.9,25.1
Germany,2016,4.291839409457215e-05,11.7806958987308,11.0,42961.0356905775,85.5,24.0,29.119999999999997
Germany,2017,4.089267518081072e-05,11.8978451129639,11.1,45526.5999576533,88.0,24.0,29.119999999999997
Iceland,2000,0.0003694992574486,7.40415684416645,6.3,32096.3722613695,78.0,14.8,32.2
Iceland,2001,0.00028136585763,7.36401350857719,6.3,28897.4439396908,85.42857142857143,15.3,17.5
Iceland,2002,0.0002304805429522,7.31543238709725,6.5,32409.2161491753,85.42857142857143,15.9,17.5
Iceland,2003,0.0003412309337215,7.25851087930184,6.6,39476.6978486684,85.42857142857143,16.4,17.5
Iceland,2004,0.0002933388728483,7.19334638476617,6.8,47334.9306537723,85.42857142857143,16.9,17.5
Iceland,2005,0.0002963321266529,7.12003630306545,7.0,56794.8501588953,83.0,17.4,24.2
Iceland,2006,0.0002873523652392,7.00714143681389,7.3,57492.9342498703,85.42857142857143,17.8,17.5
Iceland,2007,0.0002903456190437,6.84979048517238,7.3,69495.7267376825,85.42857142857143,18.2,21.7
Iceland,2008,0.0003172849032849,6.68793269253617,7.3,56943.3704468563,85.42857142857143,18.5,17.5
Iceland,2009,0.00028136585763,6.5615173033005,7.1,41301.273219718,85.42857142857143,18.8,17.5
Iceland,2010,0.0003675396518739,6.51049356186064,7.0,43237.0729488958,85.0,19.2,18.3
Iceland,2011,0.0003023186342621,6.70874031735348,6.8,47714.5922308485,85.42857142857143,19.5,17.5
Iceland,2012,0.0003532039489398,6.11017540376794,6.8,45995.5478789467,85.42857142857143,19.8,17.5
Iceland,2013,0.0003711634717673,5.96459941016024,6.9,49804.9829978371,85.42857142857143,20.0,17.5
Iceland,2014,0.0003412309337215,5.78710561432072,7.2,54576.7448146565,85.42857142857143,20.3,17.5
Iceland,2015,0.0003866368634084,5.73328095255678,7.4,52951.6815110898,87.0,20.5,13.8
Iceland,2016,0.0003112983956758,5.27717772615425,7.6,61987.9263620283,85.42857142857143,20.8,17.5
Iceland,2017,0.0003442241875261,5.83996279608708,7.7,72010.1490316258,87.0,21.1,17.5
Iceland,2018,0.0003142916494804,5.55924065638007,7.7,74452.1890731447,85.42857142857143,21.3,17.5
Iceland,2019,0.0003412309337215,5.48155807169081,7.7,68452.23622306,89.0,21.6,17.5
Iceland,2020,0.0003163616231533,5.10554827500189,7.5,59023.5663465778,85.42857142857143,21.9,10.5
Iceland,2021,0.0003502106951353,6.420941000482437,7.085714285714286,69325.9078287926,89.0,22.2,9.9
Iceland,2022,0.0003781184717577,6.420941000482437,7.085714285714286,75314.085560994,85.42857142857143,22.6,9.4
India,2003,5.921637484901507e-07,62.766353963477,1.1,544.143133545002,50.0,2.1,39.875
India,2004,5.991854530177019e-07,62.9461722470244,1.2,624.258826510066,50.0,2.3,39.875
India,2005,6.077675363291533e-07,62.7698190473475,1.2,710.488080408949,34.0,2.5,46.6
India,2006,6.935883694436679e-07,61.1951099242157,1.4,801.668353659022,50.0,2.7,39.875
India,2007,7.154336724182717e-07,58.0211349861865,1.6,1021.88707706826,50.0,2.9,43.1
India,2008,7.403997329606759e-07,54.3676481000901,2.0,992.519584923828,50.0,3.1,39.875
India,2009,6.974893164034186e-07,51.3544031327568,2.3,1094.94974598436,50.0,3.3,39.875
India,2010,8.278161576204524e-07,50.1011539510167,2.7,1347.51939071367,49.0,3.5,38.3
India,2011,7.762884449903819e-07,61.708624213512,2.9,1445.46127486037,50.0,3.7,39.875
India,2012,8.246601872912902e-07,74.0031607462287,3.0,1429.32199520032,50.0,4.0,39.875
India,2013,9.237442400689572e-07,76.2501768290597,3.0,1432.84397512195,50.0,4.2,39.875
India,2014,9.541716263550122e-07,79.0373957134889,3.0,1553.88396075118,50.0,4.5,39.875
India,2015,8.277479215485919e-07,73.810991410386,3.0,1583.99815907985,57.0,4.8,31.5
India,2016,9.198432931092064e-07,75.7890035327013,2.9,1707.50892912243,50.0,5.1,39.875
India,2017,9.64314088450364e-07,67.3122713926644,2.9,1950.10468280866,60.0,5.4,39.875
Ireland,2000,0.0002732856631157,12.5487773722991,14.2,26334.5672050501,72.0,19.5,35.7
Ireland,2001,0.0002333939611485,12.4264833741692,14.2,28282.409882073,78.58333333333333,20.2,27.03846153846154
Ireland,2002,0.0002545710636405,12.3040622950093,13.9,32705.4345565698,78.58333333333333,20.8,27.03846153846154
Ireland,2003,0.0002561314817189,12.1728497272074,13.6,41203.5295847568,78.58333333333333,21.5,27.03846153846154
Ireland,2004,0.0002657169070574,12.0241812631519,13.3,47754.2023194244,78.58333333333333,22.1,27.03846153846154
Ireland,2005,0.0002612585696906,11.8493924952309,13.3,50933.0216095589,76.0,22.6,30.9
Ireland,2006,0.0002686148263458,11.5711334006069,13.4,54329.1618599624,78.58333333333333,23.1,27.03846153846154
Ireland,2007,0.0002855565083394,11.183427609397,13.1,61396.417461176,78.58333333333333,23.6,29.2
Ireland,2008,0.0002802065034993,10.7846711934217,12.3,61353.1065629523,78.58333333333333,24.1,27.03846153846154
Ireland,2009,0.0002897919288378,10.4732602245015,11.7,52133.0909237885,78.58333333333333,24.7,27.03846153846154
Ireland,2010,0.0003142829673881,10.3475907744569,11.4,48679.4026820361,77.0,25.3,26.8
Ireland,2011,0.0003207773735366,10.5404229786943,11.5,52692.7813135606,78.58333333333333,25.8,27.03846153846154
Ireland,2012,0.0003312544663484,9.58893302932057,11.1,49411.7387476787,78.58333333333333,26.4,27.03846153846154
Ireland,2013,0.0003455211459219,9.19408716106259,10.9,52619.2123745817,78.58333333333333,26.8,27.03846153846154
Ireland,2014,0.000351539901367,8.84472665206141,10.7,57278.2590911107,78.58333333333333,27.3,27.03846153846154
Ireland,2015,0.0003474246425019,8.81158216131006,11.0,64311.8234684057,82.0,27.8,23.4
Ireland,2016,0.0003617940773105,8.11019374827621,11.1,64292.659966313,78.58333333333333,28.2,27.03846153846154
Ireland,2017,0.0003867607665642,8.38429636583274,11.2,72499.3268743015,82.0,28.7,27.03846153846154
Israel,2000,0.000180972306823,25.3125485744393,2.4,21660.840378309,72.0,18.5,31.2
Israel,2001,0.0001544590834988,25.2234272492841,2.4,20907.1143041538,79.66666666666667,19.0,25.62307692307693
Israel,2002,0.0001547226655525,25.1412265502932,2.4,19034.3175740071,79.66666666666667,19.5,25.62307692307693
Israel,2003,0.0001559087847944,25.0639764650502,2.3,19629.4145135202,79.66666666666667,19.9,25.62307692307693
Israel,2004,0.0001555134117138,24.9897069811385,2.3,20546.2291718399,79.66666666666667,20.3,25.62307692307693
Israel,2005,0.0001704057977508,24.9164480861416,2.4,21226.7213913393,76.0,20.7,28.2
Israel,2006,0.0001646069925683,24.8430702434375,2.4,22502.0722209991,79.66666666666667,21.1,25.62307692307693
Israel,2007,0.0001817398260622,24.7699951693732,2.4,25635.926838502,79.66666666666667,21.4,27.1
Israel,2008,0.0001884611684328,24.6975797309857,2.5,30176.2865128483,79.66666666666667,21.7,25.62307692307693
Israel,2009,0.0001941281825885,24.6261807953123,2.6,28381.6449423376,79.66666666666667,22.0,25.62307692307693
